Key,english
perkMCXRank4Desc,"MCX T4"
perkMCXRank5Desc,"MCX T5"
perkMCXRank6Desc,"MCX T6"

perkFALsa58brRank1Desc,"FALsa 58br T1"
perkFALsa58brRank2Desc,"FALsa 58br T2"
perkFALsa58brRank3Desc,"FALsa 58br T3"
perkFALsa58brRank4Desc,"FALsa 58br T4"
perkFALsa58brRank5Desc,"FALsa 58br T5"
perkFALsa58brRank6Desc,"FALsa 58br T6"

perkMDR556Rank1Desc,"MDR556 T1"
perkMDR556Rank2Desc,"MDR556 T2"
perkMDR556Rank3Desc,"MDR556 T3"
perkMDR556Rank4Desc,"MDR556 T4"
perkMDR556Rank5Desc,"MDR556 T5"
perkMDR556Rank6Desc,"MDR556 T6"

perkMDR762Rank1Desc,"MDR762 T1"
perkMDR762Rank2Desc,"MDR762 T2"
perkMDR762Rank3Desc,"MDR762 T3"
perkMDR762Rank4Desc,"MDR762 T4"
perkMDR762Rank5Desc,"MDR762 T5"
perkMDR762Rank6Desc,"MDR762 T6"

perkScarHRank1Desc,"ScarH T1"
perkScarHRank2Desc,"ScarH T2"
perkScarHRank3Desc,"ScarH T3"
perkScarHRank4Desc,"ScarH T4"
perkScarHRank5Desc,"ScarH T5"
perkScarHRank6Desc,"ScarH T6"

perkHK417Rank1Desc,"HK417 T1"
perkHK417Rank2Desc,"HK417 T2"
perkHK417Rank3Desc,"HK417 T3"
perkHK417Rank4Desc,"HK417 T4"
perkHK417Rank5Desc,"HK417 T5"
perkHK417Rank6Desc,"HK417 T6"

perkM14SassRank1Desc,"M14 Sass T1"
perkM14SassRank2Desc,"M14 Sass T2"
perkM14SassRank3Desc,"M14 Sass T3"
perkM14SassRank4Desc,"M14 Sass T4"
perkM14SassRank5Desc,"M14 Sass T5"
perkM14SassRank6Desc,"M14 Sass T6"

perkMCXSpearRank1Desc,"MCX Spear T1"
perkMCXSpearRank2Desc,"MCX Spear T2"
perkMCXSpearRank3Desc,"MCX Spear T3"
perkMCXSpearRank4Desc,"MCX Spear T4"
perkMCXSpearRank5Desc,"MCX Spear T5"
perkMCXSpearRank6Desc,"MCX Spear T6"

perkASH12Rank1Desc,"ASH12 T1"
perkASH12Rank2Desc,"ASH12 T2"
perkASH12Rank3Desc,"ASH12 T3"
perkASH12Rank4Desc,"ASH12 T4"
perkASH12Rank5Desc,"ASH12 T5"
perkASH12Rank6Desc,"ASH12 T6"

perkRPK16Rank1Desc,"RPK16 T1"
perkRPK16Rank2Desc,"RPK16 T2"
perkRPK16Rank3Desc,"RPK16 T3"
perkRPK16Rank4Desc,"RPK16 T4"
perkRPK16Rank5Desc,"RPK16 T5"
perkRPK16Rank6Desc,"RPK16 T6"

perkFNMinimiRank1Desc,"FN Mini mi T1"
perkFNMinimiRank2Desc,"FN Mini mi T2"
perkFNMinimiRank3Desc,"FN Mini mi T3"
perkFNMinimiRank4Desc,"FN Mini mi T4"
perkFNMinimiRank5Desc,"FN Mini mi T5"
perkFNMinimiRank6Desc,"FN Mini mi T6"

perkRPDRank1Desc,"RPD T1"
perkRPDRank2Desc,"RPD T2"
perkRPDRank3Desc,"RPD T3"
perkRPDRank4Desc,"RPD T4"
perkRPDRank5Desc,"RPD T5"
perkRPDRank6Desc,"RPD T6"

perkM60E6Rank1Desc,"M60E6 T1"
perkM60E6Rank2Desc,"M60E6 T2"
perkM60E6Rank3Desc,"M60E6 T3"
perkM60E6Rank4Desc,"M60E6 T4"
perkM60E6Rank5Desc,"M60E6 T5"
perkM60E6Rank6Desc,"M60E6 T6"

perkPKPRank1Desc,"PKP T1"
perkPKPRank2Desc,"PKP T2"
perkPKPRank3Desc,"PKP T3"
perkPKPRank4Desc,"PKP T4"
perkPKPRank5Desc,"PKP T5"
perkPKPRank6Desc,"PKP T6"

perkAKS74UNRank1Desc,"AKS 74UN T1"
perkAKS74UNRank2Desc,"AKS 74UN T2"
perkAKS74UNRank3Desc,"AKS 74UN T3"
perkAKS74UNRank4Desc,"AKS 74UN T4"
perkAKS74UNRank5Desc,"AKS 74UN T5"
perkAKS74UNRank6Desc,"AKS 74UN T6"

perkAK74NRank1Desc,"AK74N T1"
perkAK74NRank2Desc,"AK74N T2"
perkAK74NRank3Desc,"AK74N T3"
perkAK74NRank4Desc,"AK74N T4"
perkAK74NRank5Desc,"AK74N T5"
perkAK74NRank6Desc,"AK74N T6"

perkAK74MRank1Desc,"AK74M T1"
perkAK74MRank2Desc,"AK74M T2"
perkAK74MRank3Desc,"AK74M T3"
perkAK74MRank4Desc,"AK74M T4"
perkAK74MRank5Desc,"AK74M T5"
perkAK74MRank6Desc,"AK74M T6"

perkAK12Rank1Desc,"AK12 T1"
perkAK12Rank2Desc,"AK12 T2"
perkAK12Rank3Desc,"AK12 T3"
perkAK12Rank4Desc,"AK12 T4"
perkAK12Rank5Desc,"AK12 T5"
perkAK12Rank6Desc,"AK12 T6"

perkAK107Rank1Desc,"AK107 T1"
perkAK107Rank2Desc,"AK107 T2"
perkAK107Rank3Desc,"AK107 T3"
perkAK107Rank4Desc,"AK107 T4"
perkAK107Rank5Desc,"AK107 T5"
perkAK107Rank6Desc,"AK107 T6"

perkSKSRank1Desc,"SKS T1"
perkSKSRank2Desc,"SKS T2"
perkSKSRank3Desc,"SKS T3"
perkSKSRank4Desc,"SKS T4"
perkSKSRank5Desc,"SKS T5"
perkSKSRank6Desc,"SKS T6"

perkAKMNRank1Desc,"AKMN T1"
perkAKMNRank2Desc,"AKMN T2"
perkAKMNRank3Desc,"AKMN T3"
perkAKMNRank4Desc,"AKMN T4"
perkAKMNRank5Desc,"AKMN T5"
perkAKMNRank6Desc,"AKMN T6"

perkAK103Rank1Desc,"AK103 T1"
perkAK103Rank2Desc,"AK103 T2"
perkAK103Rank3Desc,"AK103 T3"
perkAK103Rank4Desc,"AK103 T4"
perkAK103Rank5Desc,"AK103 T5"
perkAK103Rank6Desc,"AK103 T6"

perkAK109Rank1Desc,"AK109 T1"
perkAK109Rank2Desc,"AK109 T2"
perkAK109Rank3Desc,"AK109 T3"
perkAK109Rank4Desc,"AK109 T4"
perkAK109Rank5Desc,"AK109 T5"
perkAK109Rank6Desc,"AK109 T6"

perkRD704Rank1Desc,"RD704 T1"
perkRD704Rank2Desc,"RD704 T2"
perkRD704Rank3Desc,"RD704 T3"
perkRD704Rank4Desc,"RD704 T4"
perkRD704Rank5Desc,"RD704 T5"
perkRD704Rank6Desc,"RD704 T6"

perkMK47Rank1Desc,"MK47 T1"
perkMK47Rank2Desc,"MK47 T2"
perkMK47Rank3Desc,"MK47 T3"
perkMK47Rank4Desc,"MK47 T4"
perkMK47Rank5Desc,"MK47 T5"
perkMK47Rank6Desc,"MK47 T6"

perk9A91Rank1Desc,"9A91 T1"
perk9A91Rank2Desc,"9A91 T2"
perk9A91Rank3Desc,"9A91 T3"
perk9A91Rank4Desc,"9A91 T4"
perk9A91Rank5Desc,"9A91 T5"
perk9A91Rank6Desc,"9A91 T6"

perkVSSRank1Desc,"VSS T1"
perkVSSRank2Desc,"VSS T2"
perkVSSRank3Desc,"VSS T3"
perkVSSRank4Desc,"VSS T4"
perkVSSRank5Desc,"VSS T5"
perkVSSRank6Desc,"VSS T6"

perkASVALRank1Desc,"ASVAL T1"
perkASVALRank2Desc,"ASVAL T2"
perkASVALRank3Desc,"ASVAL T3"
perkASVALRank4Desc,"ASVAL T4"
perkASVALRank5Desc,"ASVAL T5"
perkASVALRank6Desc,"ASVAL T6"

perkFamasRank1Desc,"Famas T1"
perkFamasRank2Desc,"Famas T2"
perkFamasRank3Desc,"Famas T3"
perkFamasRank4Desc,"Famas T4"
perkFamasRank5Desc,"Famas T5"
perkFamasRank6Desc,"Famas T6"

perkAK50Rank1Desc,"AK50 T1"
perkAK50Rank2Desc,"AK50 T2"
perkAK50Rank3Desc,"AK50 T3"
perkAK50Rank4Desc,"AK50 T4"
perkAK50Rank5Desc,"AK50 T5"
perkAK50Rank6Desc,"AK50 T6"

perkmp133Rank1Desc,"mp133 T1"
perkmp133Rank2Desc,"mp133 T2"
perkmp133Rank3Desc,"mp133 T3"
perkmp133Rank4Desc,"mp133 T4"
perkmp133Rank5Desc,"mp133 T5"
perkmp133Rank6Desc,"mp133 T6"

perkmxlrRank1Desc,"mxlr T1"
perkmxlrRank2Desc,"mxlr T2"
perkmxlrRank3Desc,"mxlr T3"
perkmxlrRank4Desc,"mxlr T4"
perkmxlrRank5Desc,"mxlr T5"
perkmxlrRank6Desc,"mxlr T6"

perkm16a1Rank1Desc,"m16a1 T1"
perkm16a1Rank2Desc,"m16a1 T2"
perkm16a1Rank3Desc,"m16a1 T3"
perkm16a1Rank4Desc,"m16a1 T4"
perkm16a1Rank5Desc,"m16a1 T5"
perkm16a1Rank6Desc,"m16a1 T6"

perkmk12sprRank1Desc,"mk12spr T1"
perkmk12sprRank2Desc,"mk12spr T2"
perkmk12sprRank3Desc,"mk12spr T3"
perkmk12sprRank4Desc,"mk12spr T4"
perkmk12sprRank5Desc,"mk12spr T5"
perkmk12sprRank6Desc,"mk12spr T6"

perknl545Rank1Desc,"nl545 T1"
perknl545Rank2Desc,"nl545 T2"
perknl545Rank3Desc,"nl545 T3"
perknl545Rank4Desc,"nl545 T4"
perknl545Rank5Desc,"nl545 T5"
perknl545Rank6Desc,"nl545 T6"

Gunnl545SkillMagazine,"nl545 Magazine"
Gunnl545SkillMagazineDesc,"Crafting a nl545\nImproves nl545 weapon crafting skill"
craftinggunnl545,"nl545"
craftinggunnl545Name,"nl545"
craftinggunnl545Desc,"Reading [DECEA3]nl545[-] enables you to craft nl545 Sawn Off Shotgun."
craftinggunnl545LongDesc,"Long Desc"

Gunmk12sprSkillMagazine,"mk12spr Magazine"
Gunmk12sprSkillMagazineDesc,"Crafting a mk12spr\nImproves mk12spr weapon crafting skill"
craftinggunmk12spr,"mk12spr"
craftinggunmk12sprName,"mk12spr"
craftinggunmk12sprDesc,"Reading [DECEA3]mk12spr[-] enables you to craft mk12spr Sawn Off Shotgun."
craftinggunmk12sprLongDesc,"Long Desc"

Gunm16a1SkillMagazine,"m16a1 Magazine"
Gunm16a1SkillMagazineDesc,"Crafting a m16a1\nImproves m16a1 weapon crafting skill"
craftinggunm16a1,"m16a1"
craftinggunm16a1Name,"m16a1"
craftinggunm16a1Desc,"Reading [DECEA3]m16a1[-] enables you to craft m16a1 Sawn Off Shotgun."
craftinggunm16a1LongDesc,"Long Desc"

GunmxlrSkillMagazine,"mxlr Magazine"
GunmxlrSkillMagazineDesc,"Crafting a mxlr\nImproves mxlr weapon crafting skill"
craftinggunmxlr,"mxlr"
craftinggunmxlrName,"mxlr"
craftinggunmxlrDesc,"Reading [DECEA3]mxlr[-] enables you to craft mxlr Sawn Off Shotgun."
craftinggunmxlrLongDesc,"Long Desc"

Gunmp133SkillMagazine,"mp133 Magazine"
Gunmp133SkillMagazineDesc,"Crafting a mp133\nImproves mp133 weapon crafting skill"
craftinggunmp133,"mp133"
craftinggunmp133Name,"mp133"
craftinggunmp133Desc,"Reading [DECEA3]mp133[-] enables you to craft mp133 Sawn Off Shotgun."
craftinggunmp133LongDesc,"Long Desc"

Gundvl10SkillMagazine,"m110 sass Magazine"
Gundvl10SkillMagazineDesc,"Crafting a m110 sass\nImproves m110 sass Sniper Rifle crafting skill"
craftinggunm110sass,"m110 sass"
craftinggunm110sassName,"m110 sass"
craftinggunm110sassDesc,"Reading [DECEA3]m110 sass[-] enables you to craft m110 sass Sniper Rifle."
craftinggunm110sassLongDesc,"Long Desc"

perkM110SASSRank1Desc,"Rellie"
perkM110SASSRank2Desc,"Sheila"
perkM110SASSRank3Desc,"Bloke"
perkM110SASSRank4Desc,"Mate"
perkM110SASSRank5Desc,"Kippa"
perkM110SASSRank6Desc,"Fella"

perkEFTXSMGSRank1Desc,"Bloody Galah"
perkEFTXSMGSRank2Desc,"Stupid Peacock"
perkEFTXSMGSRank3Desc,"Noisy Cockatoo"
perkEFTXSMGSRank4Desc,"The Emu Wars"
perkEFTXSMGSRank5Desc,"Swooping Magpies"

perkEFTXPistolsRank1Desc,"Finding Nemo"
perkEFTXPistolsRank2Desc,"Thats not a knife"
perkEFTXPistolsRank3Desc,"Dingoes ate my baby"
perkEFTXPistolsRank4Desc,"Shrimp on the barbie"
perkEFTXPistolsRank5Desc,"Crocodile Dundee"

perkEFTXShotgunsRank1Desc,"Dingoes"
perkEFTXShotgunsRank2Desc,"Koalafications"
perkEFTXShotgunsRank3Desc,"Wallabies"
perkEFTXShotgunsRank4Desc,"Kangaroos"
perkEFTXShotgunsRank5Desc,"Drop Bears"

perkEFTXBoomBoomRank1Desc,"Boom"
perkEFTXBoomBoomRank2Desc,"Big Boom"
perkEFTXBoomBoomRank3Desc,"Dropping Bombs"
perkEFTXBoomBoomRank4Desc,"Boom Boom Boom lets destroy that room"
perkEFTXBoomBoomRank5Desc,"Biggest of the biggest Boom Booms"

perkEFTXRiflesRank1Desc,"Antechinus"
perkEFTXRiflesRank2Desc,"Monjon"
perkEFTXRiflesRank3Desc,"Australian Bustard"
perkEFTXRiflesRank4Desc,"Wunderpus"
perkEFTXRiflesRank5Desc,"Western Gobbleguts"

perkEFTXMGSRank1Desc,"Mate"
perkEFTXMGSRank2Desc,"She'll be right"
perkEFTXMGSRank3Desc,"Pull Ya head in"
perkEFTXMGSRank4Desc,"Banger"
perkEFTXMGSRank5Desc,"As mad as a cut snake"

perkEFTXDoctorJournalsRank1Desc,"Croaker"
perkEFTXDoctorJournalsRank2Desc,"Sawbones "
perkEFTXDoctorJournalsRank3Desc,"Doc"
perkEFTXDoctorJournalsRank4Desc,"Crack a fat"
perkEFTXDoctorJournalsRank5Desc,"Medico"

perkEFTXSurgeonsBooksRank1Desc,"Sickie"
perkEFTXSurgeonsBooksRank2Desc,"Snag"
perkEFTXSurgeonsBooksRank3Desc,"Straya"
perkEFTXSurgeonsBooksRank4Desc,"Swag"
perkEFTXSurgeonsBooksRank5Desc,"True Blue"

perkAdrenalineRushName,"Combat Stimulant"
perkAdrenalineRushDesc,"Increases injector efficiency and adrenaline rush survivability."
perkAdrenalineRush1LongDesc,"Adrenaline rush effect is [4FBE28]100%[-] more effective and now has a cooldown-phase.\nIf your health drops below [4FBE28]20hp[-]," your attack and run speed are [4FBE28]30%[-] faster," you loose [4FBE28]50%[-] less stamina," and your reload speed is [4FBE28]doubled[-]. Your regeneration rate heals [4FBE28]1[-] health every [4FBE28]4[-] seconds.\nCooldown Phase: Between [4FBE28]20hp[-] and [4FBE28]25hp[-]," those stats keep going," while being [4FBE28]25%[-] less effective.\n\nInjectors last [4FBE28]10%[-] longer."
perkAdrenalineRush2LongDesc,"Adrenaline rush buff is now starting below [4FBE28]35hp[-].\n\nInjectors last [4FBE28]25%[-] longer."
perkAdrenalineRush3LongDesc,"Adrenaline rush buff is now starting below [4FBE28]45hp[-].\n\nInjectors last [4FBE28]50%[-] longer."
perkAdrenalineRush4LongDesc,"Adrenaline rush buff is now starting below [4FBE28]60hp[-].\n\nInjectors last [4FBE28]100%[-] longer.\nBonus: All injectors require one less saline solution to craft."

perkDoctorJournalsRank1Desc,"R.I.P"
perkDoctorJournalsRank2Desc,"Stitch "
perkDoctorJournalsRank3Desc,"Prescribe"
perkDoctorJournalsRank4Desc,"Bandage"
perkDoctorJournalsRank5Desc,"Amputate"

perkSurgeonsBooksRank1Desc,"Dead"
perkSurgeonsBooksRank2Desc,"Clear"
perkSurgeonsBooksRank3Desc,"Resuscitate"
perkSurgeonsBooksRank4Desc,"Mouth To Mouth"
perkSurgeonsBooksRank5Desc,"De Fib"

BigBoomBoomSkillMagazine,"Big Boom Boom"
BigBoomBoomSkillMagazineDesc,"Crafting Explosives\nImproves Grenades & Rockets crafting skill.\n\nBlow things to smithereens."
craftingBigBoomBoom,"Big Boom Boom"
craftingBigBoomBoomName,"Big Boom Boom"
craftingBigBoomBoomDesc,"Reading [DECEA3]Big Boom Boom[-] enables you to craft Grenades & Rockets."
craftingBigBoomBoomLongDesc,"Long Desc"

perkBoomBoomRank1Desc,"Baby Bomb"
perkBoomBoomRank2Desc,"Big Brother Bomb"
perkBoomBoomRank3Desc,"Big Sister Bomb"
perkBoomBoomRank4Desc,"Big Daddy Bomb"
perkBoomBoomRank5Desc,"Big Mumma Bomb"

ammoEft54539,"5.45×39mm - PS"
ammoEft54539Desc,"5.45×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 350\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"
ammoEft54539AP,"5.45×39mm - BS"
ammoEft54539APDesc,"5.45×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 350\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +10% \n Durability burn: +17%"
ammoEft54539HP,"5.45×39mm - HP"
ammoEft54539HPDesc,"5.45×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 350.\n\nDeals 100% damage to limbs \n Recoil: -3% \n Durability burn: +0%"

ammoEft55645NATO,"5.56×45mm - M855"
ammoEft55645NATODesc,"5.56×45 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 300\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +5% \n Durability burn: +0%"
ammoEft55645NATOAP,"5.56×45mm - SSA AP"
ammoEft55645NATOAPDesc,"5.56×45 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 300\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +8% \n Durability burn: +18%"
ammoEft55645NATOHP,"5.56×45mm - HP"
ammoEft55645NATOHPDesc,"5.56×45 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 300.\n\nDeals 100% damage to limbs \n Recoil: default \n Durability burn: +0%"

ammoEft300blk,".300 blk - BCP FMJ"
ammoEft300blkDesc,".300 blackout Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 350\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%\nSubsonic, more effective sound suppression."
ammoEft300blkAP,".300 blk - AP"
ammoEft300blkAPDesc,".300 blackout Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 350\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +3% \n Durability burn: +20%\nSubsonic, more effective sound suppression."
ammoEft300blkHP,".300 blk - Whisper"
ammoEft300blkHPDesc,".300 blackout Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 350.\n\nDeals 100% damage to limbs \n Recoil: -5% \n Durability burn: +0%\nSubsonic, more effective sound suppression."

ammoEft76239,"7.62×39mm - FMJ"
ammoEft76239Desc,"7.62×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 300\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: -2% \n Durability burn: +0%"
ammoEft76239AP,"7.62×39mm - MAI AP"
ammoEft76239APDesc,"7.62×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 300\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +10% \n Durability burn: +21%"
ammoEft76239HP,"7.62×39mm - HP"
ammoEft76239HPDesc,"7.62×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 300\n\nDeals 100% damage to limbs \n Recoil: +5% \n Durability burn: +0%"

ammoEft939,"9×39mm - SP-5"
ammoEft939Desc,"9×39 Ball Ammo.\nMedium caliber ammo with good performance. Good damage and penetration. Ineffective against armored zombies.\n\nStacksize: 250\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%\nSubsonic, more effective sound suppression."
ammoEft939AP,"9×39mm - BP"
ammoEft939APDesc,"9×39 Armor Piercing Ammo.\nHigh penetration, ensuring you break through all but the highest level armors.\n\nStacksize: 250\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +15% \n Durability burn: +21%\nSubsonic, more effective sound suppression."
ammoEft939HP,"9×39mm - FMJ"
ammoEft939HPDesc,"9×39 Hollow Point Ammo\nVery high damage against unarmored targets but struggles, when used against armored zombies.\n\nStacksize: 250\n\nDeals 100% damage to limbs \n Recoil: -5% \n Durability burn: +0%\nSubsonic, more effective sound suppression."

ammoEft6851SIGHybrid,"6.8×51 - SIG Hybrid"
ammoEft6851SIGHybridDesc,"Hybrid Bullet for the Spear\n\nDeals 50% damage to limbs \n Recoil: +10% \n Durability burn: +23%"

ammoEft308ME,".308 - Marlin Express"
ammoEft308MEDesc,".308 for the Lever Arch Rifle\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"

ammoEft76251NATO,"7.62×51mm - BCP FMJ"
ammoEft76251NATODesc,"7.62×51 Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.\n\nStacksize: 200\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"
ammoEft76251NATOAP,"7.62×51mm - M993"
ammoEft76251NATOAPDesc,"7.62×51 Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage.\n\nStacksize: 200\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +6% \n Durability burn: +23%"
ammoEft76251NATOHP,"7.62×51mm - Ultra Nosler"
ammoEft76251NATOHPDesc,"7.62×51 Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.\n\nStacksize: 200.\n\nDeals 100% damage to limbs \n Recoil: -5% \n Durability burn: +0%"

ammoEft76254R,"7.62×54R - FMJ"
ammoEft76254RDesc,"7.62×54R Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.\n\nStacksize: 200\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"
ammoEft76254RAP,"7.62×54R - BS"
ammoEft76254RAPDesc,"7.62×54R Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage.\n\nStacksize: 200\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +25%"
ammoEft76254RHP,"7.62×54R - HP BT"
ammoEft76254RHPDesc,"7.62×54R Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.\n\nStacksize: 200.\n\nDeals 100% damage to limbs \n Recoil: default \n Durability burn: +0%"

ammoEft12755PS12,"12.7×55mm - PS12"
ammoEft12755PS12Desc,"12.7×55 Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.\n\nStacksize: 100\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +12%"
ammoEft12755PS12A,"12.7×55mm - PS12A"
ammoEft12755PS12ADesc,"12.7×55 Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.\n\nStacksize: 100.\n\nDeals 50% damage to limbs \n Recoil: +15% \n Durability burn: +42%"
ammoEft12755PS12B,"12.7×55mm - PS12B"
ammoEft12755PS12BDesc,"12.7×55 Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage.\n\nStacksize: 100\nCan penetrate a block of up to 2500 hitpoints.\n\nDeals 100% damage to limbs \n Recoil: -12% \n Durability burn: +0%"

ammoEft338,".338 LM - FMJ"
ammoEft338Desc,".338 Lapua Magnum Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.\n\nStacksize: 100\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +20%"
ammoEft338AP,".338 LM - AP"
ammoEft338APDesc,".338 Lapua Magnum Armor Piercing Ammo.\nHigh penetration, making quick work of armored zombies at the cost of some raw damage.\n\nStacksize: 100\nCan penetrate a block of up to 2500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +10% \n Durability burn: +40%"
ammoEft338HP,".338 LM - TAC-X"
ammoEft338HPDesc,".338 Lapua Magnum Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.\n\nStacksize: 100.\n\nDeals 100% damage to limbs \n Recoil: -5% \n Durability burn: +0%"

ammoEft50BMGSlap,".50SL BMG AP Ammo"
ammoEft50BMGSlapDesc,"Deals 50% damage to limbs \n Recoil: +28% \n Durability burn: +20%"
ammoEft50BMGHP,".50 BMG HP Ammo"
ammoEft50BMGHPDesc,"Deals 100% damage to limbs \n Recoil: +15% \n Durability burn: +40%"

ammoEft76225mmTokarev,"7.62×25mm - Pst gzh"
ammoEft76225mmTokarevDesc,"7.62×25 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 450\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"

ammoEft918mmPM,"9×18mm PM Ammo"
ammoEft918mmPMDesc,"9×18 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 500\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"

ammoEft919mm,"9×19mm - Pst gzh"
ammoEft919mmDesc,"9×19 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 400\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"
ammoEft919mmAP,"9×19mm - AP 6.3"
ammoEft919mmAPDesc,"9×19 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage.\n\nStacksize: 400\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +12%"
ammoEft919mmHP,"9×19mm - RIP"
ammoEft919mmHPDesc,"9×19 RIP Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 400.\n\nDeals 100% damage to limbs \n Recoil: +5% \n Durability burn: +0%"

ammoEft921mm,"9×21mm - PS"
ammoEft921mmDesc,"9×21 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 350\nCan penetrate a block of up to 750 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: default \n Durability burn: +0%"
ammoEft921mmAP,"9×21mm - 7N42"
ammoEft921mmAPDesc,"9×21 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage.\n\nStacksize: 350\nCan penetrate a block of up to 1500 hitpoints.\n\nDeals 50% damage to limbs \n Recoil: +10% \n Durability burn: +14%"
ammoEft921mmHP,"9×21mm - PE"
ammoEft921mmHPDesc,"9×21 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 350.\n\nDeals 100% damage to limbs \n Recoil: -5% \n Durability burn: +0%"

ammoEft45ACP,".45 ACP - FMJ"
