challenge_whiteRiverCitizen1_hint1,Challenges,Challenge,,,[FFB400]Follow the on-screen navigation icon and head towards the trader.[-],,[FFB400]Folge dem Navigations-Symbol auf dem Bildschirm und gehe zum Händler.[-],[FFB400]Sigue el ícono de navegación que aparece en la pantalla para dirigirte al vendedor.[-],[FFB400]Suivez l'icône de navigation sur l'écran et dirigez-vous vers le marchand.[-],[FFB400]Segui l'icona di navigazione sullo schermo e raggiungi il negoziante.[-],[FFB400]スクリーン上のナビアイコンを頼りにトレーダーへと移動します。[-],[FFB400]화면의 내비게이션 아이콘을 따라 상인이 있는 곳으로 향하세요.[-],[FFB400]Podążaj za ikoną nawigującą na ekranie i skieruj się do handlarza.[-],[FFB400]Siga o ícone de navegação da tela e vá para o comerciante.[-],"[FFB400]Пройдите по указателям на экране, чтобы добраться до торговца.[-]",[FFB400]Ekrandaki gezinme simgesini takip et ve tüccara doğru ilerle.[-],[FFB400]跟随屏幕上的引导图标前往商人处。[-],[FFB400]跟隨螢幕導航圖示前往商人所在地。[-]
challengeKillZombiesWithSillySoundsShort,Challenges,Challenge,,,Kill Zombies with the Silly Sounds Silly Action.,,Töte Zombies mit der albernen Klamauk-Aktion.,Mata a zombis con la acción tonta Ruidos tontos.,Tuez des zombies avec l'action comique Bruits comiques.,Uccidi gli zombie con l'azione stupida Suoni stupidi.,間抜けな音おふざけアクション中にゾンビを殺す。,재미있는 소리 좀비를 처치하세요.,Zabij zombie ze śmieszną akcją: śmieszne dźwięki.,Mate zumbis com a ação boba Barulhos esquisitos.,Убейте зомби со смешным действием «Дурацкие звуки».,Saçma Sesler Saçma Eylemi ile Zombi öldür.,承受滑稽声音减益时击杀丧尸,擊殺具有滑稽聲音行動的殭屍。
challengeKillZombiesWithSlow,Challenges,Challenge,,,Kill Zombies with Slow,,Töte Zombies mit Langsam,Mata a zombis con Lentitud,Tuer des zombies avec Ralentissement,Uccidi gli zombie con Rallentamento,減速デバフ中にゾンビを殺す,느린 좀비 처치,Zabij zombie z efektem: spowolnienie,Matar zumbis com Lentidão,Убить зомби с эффектом «Замедление»,Yavaşlatma ile Zombi Öldür,承受慢速时击杀丧尸,擊殺緩速殭屍
challengeKillZombiesWithSlowDesc,Challenges,Challenge,,,[DECEA3]Slow[-] reduces the movement speed of the player and their party.\n\nIt can be counteracted by using [DECEA3]Fast[-].,,[DECEA3]Langsam[-] verringert die Bewegungsgeschwindigkeit des Spielers und seiner Gruppe.\n\nDiesem Debuff kannst du mit [DECEA3]Schnell[-] entgegenwirken.,[DECEA3]Lentitud[-] reduce la velocidad de movimiento del jugador y su grupo.\n\nSe puede contrarrestar con [DECEA3]Rapidez[-].,[DECEA3]Ralentissement[-] réduit la vitesse de déplacement du joueur et de son groupe.\n\nPeut être contré en utilisant [DECEA3]Vitesse[-].,[DECEA3]Rallentamento[-] riduce la velocità di movimento del giocatore e del suo gruppo.\n\nPuò essere contrastato usando [DECEA3]Velocità[-].,[DECEA3]減速[-]デバフが付与されると、プレイヤーの移動速度が低下します。\n\n[DECEA3]高速[-]コマンドを使用することで無効化することができます。,[DECEA3]감속[-]은 플레이어 및 파티원의 이동 속도를 늦춥니다.\n\n[DECEA3]가속[-]으로 제거할 수 있습니다.,"Osłabienie [DECEA3]spowolnienie[-] zmniejsza szybkość ruchu gracza i jego drużyny.\n\nMożna mu przeciwdziałać, stosując [DECEA3]przyśpieszenie[-].",[DECEA3]Lentidão[-] reduz a velocidade de movimento do jogador e da equipe.\n\nPode ser contra-atacada com [DECEA3]Rapidez[-].,[DECEA3]Замедление[-] снижает скорость передвижение игрока и его группы.\n\nДля противодействия можно использовать эффект [DECEA3]Ускорение[-].,"[DECEA3]Yavaşlatma[-], oyuncunun ve grubunun hareket hızını düşürür.\n\nBuna [DECEA3]Hızlandırma[-] ile karşı koyulabilir.",[DECEA3]慢速[-]会降低玩家及其队伍的移动速度。\n\n可以通过[DECEA3]快速[-]来抵消该效果。,[DECEA3]「緩速」[-]會減少玩家及其隊伍的移動速度。\n\n此效果可以透過[DECEA3]「加速」[-]抵銷。
challengeKillZombiesWithSlowShort,Challenges,Challenge,,,Kill Zombies with the Slow Debuff.,,Töte Zombies mit dem Langsam-Debuff.,Mata a zombis con el debilitador Lentitud.,Tuez des zombies avec le malus Ralentissement.,Uccidi gli zombie con il debuff Rallentamento.,減速デバフ中にゾンビを殺す。,감속 디버프가 있는 좀비를 처치하세요.,Zabij zombie z osłabieniem: spowolnienie.,Mate zumbis com a penalidade Lentidão.,"Убейте зомби, находясь под действием отрицательного эффекта «Замедление».",Yavaşlatma Zayıflatması ile Zombi öldür.,在承受慢速减益时击杀丧尸。,擊殺具有緩速減益效果的殭屍。
challengeKillZombiesWithWeakenedCombat,Challenges,Challenge,,,Kill Zombies with Weak Combat,,Töte Zombies mit geschwächtem Kampf,Mata a zombis con Combate débil,Tuer des zombies avec un malus de combat,Uccidi gli zombie con Indebolimento,弱体化デバフ中にゾンビを殺す,전투 약화 좀비,Zabij zombie z efektem: osłabienie bojowe,Matar zumbis com Combate enfraquecido,Убить зомби с ослабляющими бой эффектами,Zayıf Savaş ile Zombi Öldür,承受削弱战斗时击杀丧尸,擊殺戰力較弱的殭屍
challengeKillZombiesWithWeakenedCombatDesc,Challenges,Challenge,,,"Viewers can use commands such as [DECEA3]No Melee[-] or [DECEA3]Weakened Range[-] to reduce your combat abilities.\n\nThey can be counteracted by using their inverse command. For example if [DECEA3]Weakened Melee[-] is active, using [DECEA3]Boost Melee[-] will cancel it.",,"Zuschauer können Befehle wie [DECEA3]Kein Nahkampf[-] oder [DECEA3]Geschwächte Reichweite[-] nutzen, um deine Kampffähigkeiten zu verschlechtern.\n\nSie können mit einem gegenteiligen Befehl aufgehoben werden. Wenn beispielsweise [DECEA3]Geschwächter Nahkampf[-] aktiv ist, wird dieser vom [DECEA3]Nahkampf-Boost[-] aufgehoben.","Los espectadores pueden usar comandos como [DECEA3]Sin ataque cuerpo a cuerpo[-] o [DECEA3]Alcance debilitado[-] para reducir tus habilidades de combate.\n\nSe puede contrarrestar al usar el comando inverso. Por ejemplo, si [DECEA3]Sin ataque cuerpo a cuerpo[-] está activo, usa [DECEA3]Mejora de ataque cuerpo a cuerpo[-] para cancelarlo.","Les spectateurs peuvent utiliser des commandes comme [DECEA3]Aucune mêlée[-] ou [DECEA3]Portée affaiblie[-] pour réduire vos compétences de combat.\n\nElles peuvent être contrées par la commande inverse. Par exemple, si [DECEA3]Mêlée affaiblie[-] est actif, utiliser [DECEA3]Boost de mêlée[-] l'annulera.","Gli spettatori possono utilizzare comandi come [DECEA3]No mischia[-] o [DECEA3]Portata indebolita[-] per ridurre le tue abilità di combattimento.\n\nPossono essere contrastati utilizzando il comando inverso. Ad esempio, se [DECEA3]Indebolimento da mischia[-] è attivo, l'utilizzo di [DECEA3]Potenziamento da mischia[-] lo annullerà.",視聴者は時に、[DECEA3]近接戦なし[-]や[DECEA3]長距離戦弱体化[-]などの、戦闘能力を低下させるコマンドを使用することがあります。\n\nこれらの効果は、逆コマンドを使用することで打ち消すことができます。たとえば、[DECEA3]近接戦弱体化[-]が使用された場合、[DECEA3]近接戦ブースト[-]コマンドで無効化することが可能です。,시청자가 [DECEA3]근접 불가[-] 또는 [DECEA3]원거리 약화[-] 등의 명령어로 내 전투 능력을 저하시킬 수 있습니다.\n\n반대 속성의 명령어를 쓰면 삭제됩니다. 예를 들어 [DECEA3]근접 약화[-]가 활성화되면 [DECEA3]근거리 부스트[-]로 제거할 수 있습니다.,"Widzowie mogą używać takich poleceń, jak [DECEA3]brak walki w zwarciu[-] lub [DECEA3]osłabienie walki zasięgowej[-], aby zmniejszyć twoje zdolności bojowe.\n\nMożna im przeciwdziałać, stosując odwrotne polecenia. Na przykład, jeśli [DECEA3]osłabienie walki w zwarciu[-] jest aktywne, użycie polecenia [DECEA3]wzmocnienie walki w zwarciu[-] zniweluje jego efekt.","Espectadores podem usar comandos como [DECEA3]Sem ataque corpo a corpo[-] ou [DECEA3]Alcance diminuído[-] para reduzis suas habilidades de combate.\n\nPode-se contra-atacar usando o respectivo comando inverso. Por exemplo, se o [DECEA3]Corpo a corpo enfraquecido[-] estiver ativo, o [DECEA3]Impulso de ataque corpo a corpo[-] o cancelará.","Зрители могут использовать такие команды, как [DECEA3]Без ближнего боя[-] или [DECEA3]Ослабление дальнего боя[-], чтобы ослабить вашу способность вести бой.\n\nБороться с эти можно с помощью обратных команд, например активному эффекту [DECEA3]Ослабление ближнего боя[-] можно противодействовать с помощью эффекта [DECEA3]Усиление ближнего боя[-].",İzleyiciler [DECEA3]Yakın Dövüş Yok[-] veya [DECEA3]Zayıflatılmış Menzil[-] gibi komutlarla savaş becerilerini azaltabilir.\n\nBu komutlara karşılık ters komutlar kullanılabilir. Örneğin eğer [DECEA3]Zayıflatılmış Yakın Dövüş[-] etkinse [DECEA3]Yakın Dövüşü Artır[-] ile iptal edilebilir.,观众可以使用例如[DECEA3]无近战[-]或[DECEA3]削弱远程[-]这样的命令来削弱你的战斗能力。\n\n可以使用相反的命令来抵消这些效果。例如，当[DECEA3]削弱近战[-]生效时，可以用[DECEA3]增强近战[-]来抵消它。,觀眾可以使用[DECEA3]無近戰[-]、[DECEA3]遠程弱化[-]等指令削弱你的戰鬥能力。\n\n上述效果都可以使用相反的指令抵銷。例如，如果啟用了[DECEA3]近戰弱化[-]，再使用[DECEA3]近戰強化[-]就可以正負相抵。
challengeKillZombiesWithWeakenedCombatShort,Challenges,Challenge,,,Kill Zombies with the Weakened Combat Debuffs.,,Töte Zombies mit „Geschwächter Kampf“-Debuffs.,Mata a zombis con el debilitador Combate débil.,Tuez des zombies avec un malus de combat.,Uccidi gli zombie con i debuff di Indebolimento.,弱体化デバフ中にゾンビを殺す。,전투 약화 디버프가 있는 좀비를 처치하세요.,Zabij zombie z osłabieniami efektów bojowych.,Mate zumbis com a penalidade Combate enfraquecido.,"Убейте зомби, находясь под действием отрицательных эффектов, ослабляющих бой.",Zayıflatılmış Savaş Zayıflatmaları ile Zombi öldür.,在承受削弱战斗减益时击杀丧尸。,擊殺具有戰力減弱減益效果的殭屍。
challengeLearnBossHordes,Challenges,Challenge,,,Boss Hordes,,Boss-Horden,Hordas de jefes,Hordes de boss,Orde boss,ボス投票,보스 무리,Hordy bossa,Hordas de chefe,Полчища с боссом,Elebaşı Sürüleri,Boss群,大怪部落
challengeLearnBossHordesDesc,Challenges,Challenge,,,"A [DECEA3]Boss Vote[-] is a type of [DECEA3]Vote[-] that spawns a [DECEA3]Boss Horde[-], which consists of a [DECEA3]Boss[-] and a group of [DECEA3]Minions[-].\n\nThere are many types of [DECEA3]Boss Hordes[-], giving either the [DECEA3]Boss[-], the [DECEA3]Minions[-], or both special abilities or specific requirements to defeat them.",,"Eine [DECEA3]Boss-Abstimmung[-] ist eine Art der [DECEA3]Abstimmung[-], die eine [DECEA3]Boss-Horde[-] spawnt, die aus einem [DECEA3]Boss[-] und einer Gruppe von [DECEA3]Lakaien[-] besteht.\n\nEs gibt viele verschiedene Arten von [DECEA3]Boss-Horden[-], die entweder dem [DECEA3]Boss[-], den [DECEA3]Lakaien[-] oder beiden Spezialfähigkeiten oder besondere Voraussetzungen geben, um sie zu besiegen.","Una [DECEA3]votación de jefes[-] es un tipo de [DECEA3]votación[-] que hace aparecer una [DECEA3]horda de jefes[-], que consiste en un [DECEA3]jefe[-] y un grupo de [DECEA3]súbditos[-].\n\nHay muchos tipos de [DECEA3]hordas de jefes[-] que les dan al [DECEA3]jefe[-], a los [DECEA3]súbditos[-] o a ambos habilidades especiales o requisitos especiales para derrotarlos.","Un [DECEA3]vote de boss[-] est un type de [DECEA3]vote[-] qui fait apparaître une [DECEA3]horde de boss[-] comprenant un [DECEA3]boss[-] et un groupe de [DECEA3]serviteurs[-].\n\nIl existe de nombreux types de [DECEA3]hordes de boss[-] qui donnent au [DECEA3]boss[-], aux [DECEA3]serviteurs[-], voire aux deux, des compétences spéciales ou des conditions particulières pour les éliminer.","Una [DECEA3]votazione sul boss[-] è un tipo di [DECEA3]votazione[-] che genera un'[DECEA3]orda boss[-], che consiste in un [DECEA3]boss[-] e un gruppo di [DECEA3]servitori[-].\n\nCi sono molti tipi di [DECEA3]orde boss[-], in cui il [DECEA3]boss[-], i [DECEA3]servitori[-] o sia l'uno che gli altri ricevono abilità speciali o richiedono requisiti speciali per essere sconfitti.",[DECEA3]ボス投票[-]は、[DECEA3]ボス[-]と[DECEA3]ミニオン[-]を含む、[DECEA3]ボスの群れ[-]を出現させるタイプの[DECEA3]投票[-]です。[DECEA3]ボスの群れ[-]にはさまざまな種類があります。[DECEA3]ボス[-]および/または[DECEA3]ミニオン[-]が特殊能力を持っていたり、特殊な攻撃方法で倒す必要があったりします。,"[DECEA3]보스 투표[-]는 [DECEA3]보스[-]와 [DECEA3]미니언[-]들로 구성된 [DECEA3]보스 무리[-]를 생성하는 [DECEA3]투표[-]입니다.\n\n[DECEA3]보스 무리[-]에는 여러 유형이 있는데,[DECEA3] 보스[-] 또는 [DECEA3]미니언[-], 또는 양쪽 모두에 특별한 능력이나 처치 조건을 부여할 수 있습니다.","[DECEA3]Głosowanie: boss[-] to rodzaj [DECEA3]głosowania[-], który generuje [DECEA3]hordę bossa[-], składającą się z [DECEA3]bossa[-] i grupy jego [DECEA3]popleczników[-].\n\nIstnieje wiele rodzajów [DECEA3]hord bossa[-], dających [DECEA3]bossowi[-], jego [DECEA3]poplecznikom[-] albo im obu specjalne zdolności lub określone wymagania do ich pokonania.","A [DECEA3]Votação de chefe[-] é um tipo de [DECEA3]votação[-] que gera uma [DECEA3]Horda de chefe[-], que consiste num [DECEA3]chefe[-] e um grupo de [DECEA3]lacaios[-].\n\nHá muitos tipos de [DECEA3]Hordas de chefe[-], pois tanto o [DECEA3]chefe[-] quando os [DECEA3]lacaios[-] podem ter habilidades especiais ou requisitos específicos para derrotá-los.","[DECEA3]Голосование за босса[-] — это тип [DECEA3]голосования[-], который позволяет создать [DECEA3]полчище с боссом[-], состоящее из [DECEA3]босса[-] и группы [DECEA3]приспешников[-].\n\nСуществует множество типов [DECEA3]полчищ с боссом[-], которые различаются по типу [DECEA3]босса[-], по типу [DECEA3]приспешников[-], по особым способностям или по особым условиям победы.","[DECEA3]Elebaşı Oyu[-] bir [DECEA3]Elebaşından[-] ve bir grup [DECEA3]Minyondan[-] oluşan bir [DECEA3]Elebaşı Sürüsü[-] çıkaran bir [DECEA3]Oy[-] türüdür.\n\n[DECEA3]Elebaşının[-], [DECEA3]Minyonların[-] veya ikisinin de özel yetenekleri olan veya onları yenmek için özel gereklilikler olan birçok [DECEA3]Elebaşı Sürüsü[-] çeşidi vardır.",[DECEA3]Boss投票[-]是一种[DECEA3]投票[-]类型，会生成一个[DECEA3]Boss群[-]，其中包括一个[DECEA3]Boss[-]和一群[DECEA3]小怪[-]。\n\n[DECEA3]Boss群[-]有许多不同的类型，会赋予[DECEA3]Boss[-]、[DECEA3]小怪[-]，或两者不同的特殊能力或特定的击败条件。,[DECEA3]大怪投票[-]是一種生成[DECEA3]大怪部落[-]的[DECEA3]投票[-]，該部落由一隻[DECEA3]大怪[-]和一群[DECEA3]小兵[-]組成。\n\n[DECEA3]大怪部落[-]的種類有很多，不同種類的部落會使[DECEA3]大怪[-]、[DECEA3]小兵[-]或兩者兼具特殊能力或特定的擊敗條件。
challengeLearnBossHordesShort,Challenges,Challenge,,,Defeat some Boss Hordes.,,Besiege ein paar Boss-Horden.,Derrota a hordas de jefes.,Éliminez des hordes de boss.,Sconfiggi delle orde boss.,ボス投票により出現した群れを倒す。,보스 무리를 처치하세요.,Pokonaj kilka hord bossa.,Derrote algumas hordas de chefe.,Победите несколько полчищ с боссом.,Birkaç Elebaşı Sürüsü yen.,击败一些Boss群。,擊敗幾個大怪部落。
challengeLearnTwitchBadActions,Challenges,Challenge,,,Bad Actions,,Negative Aktionen,Acciones malas,Mauvaises actions,Cattive azioni,悪行アクション,나쁜 액션,Złe akcje,Más Ações,«Плохие» действия,Kötü Eylemler,负面动作,壞行動
challengeLearnTwitchBadActionsDesc,Challenges,Challenge,,,"Some viewers may prefer to make your game more challenging by spawning [DECEA3]Enemies[-], making them stronger with [DECEA3]Buffs[-], affecting the world's [DECEA3]Weather[-], or adding [DECEA3]Debuffs[-] like [DECEA3]Slow[-] or [DECEA3]Confuse[-] to you and your party.\n\n[DECEA3]Bad Actions[-] will contribute towards the [DECEA3]Twitch Cooldown[-]. [DECEA3]Cooldown[-] options can be configured in [DECEA3]Twitch Settings[-].",,"Einige Zuschauer ziehen es vielleicht vor, dein Spiel schwieriger zu machen, indem sie [DECEA3]Gegner[-] spawnen, sie mit [DECEA3]Buffs[-] stärken, das [DECEA3]Wetter[-] der Welt beeinflussen oder [DECEA3]Debuffs[-] wie [DECEA3]Langsam[-] oder [DECEA3]Verwirren[-] bei dir oder deiner Gruppe einsetzen.\n\n[DECEA3]Negative Aktionen[-] erhöhen die [DECEA3]Twitch-Abklingzeit[-]. [DECEA3]Abklingzeit-[-]Optionen können in den [DECEA3]Twitch-Einstellungen[-] konfiguriert werden.","Algunos espectadores quizás prefieren que el juego sea más desafiante y hacen aparecer [DECEA3]enemigos[-], los hacen más poderosos con [DECEA3]potenciadores[-], afectan el [DECEA3]clima[-] del mundo o te infligen [DECEA3]debilitadores[-] como [DECEA3]Lentitud[-] o [DECEA3]Confusión[-] a ti y a tu grupo.\n\nLas [DECEA3]acciones malas[-] contribuirán al [DECEA3]enfriamiento de Twitch[-]. Las opciones de [DECEA3]enfriamiento[-] se pueden configurar en los [DECEA3]ajustes de Twitch[-].","Certains spectateurs sont susceptibles de vouloir complexifier votre partie en faisant apparaître des [DECEA3]ennemis[-], en leur attribuant des [DECEA3]bonus[-], en modifiant la [DECEA3]météo[-] ou en infligeant des [DECEA3]malus[-] comme [DECEA3]Ralentissement[-] ou [DECEA3]Perturbation[-] à vous et votre groupe.\n\nLes [DECEA3]mauvaises actions[-] comptent dans le [DECEA3]temps de rechargement Twitch[-]. Les options relatives au [DECEA3]rechargement[-] peuvent être configurées depuis les [DECEA3]paramètres de Twitch[-].","Alcuni spettatori potrebbero rendere la partita più difficoltosa, facendo apparire [DECEA3]nemici[-], rendendoli più forti con i [DECEA3]buff[-], modificando il [DECEA3]clima[-] o applicando [DECEA3]debuff[-] come [DECEA3]Rallentamento[-] o [DECEA3]Confondi[-] a te e al tuo gruppo.\n\nLe [DECEA3]cattive azioni[-] influenzano il [DECEA3]tempo di recupero di Twitch[-]. Le opzioni relative al [DECEA3]tempo di recupero[-] possono essere configurate nelle [DECEA3]Impostazioni Twitch[-].",[DECEA3]敵[-]を出現させたり、敵に[DECEA3]バフ[-]を付与したり、[DECEA3]天候[-]を変更したり、プレイヤーに[DECEA3]減速[-]や[DECEA3]混乱[-]などの[DECEA3]デバフ[-]をあなたやあなたのパーティーメンバーにかけることで、ゲームの難易度を上げることを好む視聴者もいます。\n\n[DECEA3]悪行アクション[-]は[DECEA3]Twitchクールダウン[-]に加算されます。[DECEA3]クールダウン[-]の設定は[DECEA3]Twitch設定[-]で変更することができます。,"일부 시청자는 [DECEA3]적[-]을 생성하거나, 적에게 [DECEA3]버프[-]를 줘서 더 강하게 만들거나, 세계의 [DECEA3]날씨[-]에 영향을 주거나, 나와 내 파티원들에게 [DECEA3]감속[-]이나 [DECEA3]혼란[-] 같은 [DECEA3]디버프[-]를 줘서 게임을 더 어렵게 만들고 싶어 할 수 있습니다.\n\n[DECEA3]나쁜 액션[-]에는 [DECEA3]Twitch 쿨다운[-]이 적용됩니다. [DECEA3]쿨다운[-] 옵션은 [DECEA3]Twitch 설정[-]에서 설정 가능합니다.","Niektórzy widzowie mogą chcieć utrudnić grę tobie i twojej drużynie poprzez generowanie [DECEA3]wrogów[-], wzmacnianie ich za pomocą [DECEA3]premii[-], wpływanie na [DECEA3]pogodę[-] lub dodawanie [DECEA3]osłabień[-], takich jak [DECEA3]spowolnienie[-] czy [DECEA3]zmylenie[-].\n\nStosowanie [DECEA3]złych akcji[-] wpływa na [DECEA3]czas odświeżania Twitcha[-]. Opcje [DECEA3]czasu odświeżania[-] można skonfigurować w [DECEA3]ustawieniach Twitcha[-].","Alguns espectadores podem preferir que seu jogo seja mais difícil e gerar [DECEA3]inimigos[-], fortalecendo-os com [DECEA3]bônus[-], afetando o [DECEA3]clima[-] ou adicionando [DECEA3]penalidades[-], como [DECEA3]Lentidão[-] ou [DECEA3]Confundir[-] a você e sua equipe.\n\n[DECEA3]Más Ações[-] contribuirão com [DECEA3]Tempo de recarga do Twitch[-]. As opções de [DECEA3]tempo de recarga[-] você configura nas [DECEA3]Configurações do Twitch[-].","У зрителей есть возможность усложнить вам игру, создавая [DECEA3]врагов[-], усиливая их с помощью [DECEA3]положительных эффектов[-], меняя [DECEA3]погоду[-] в мире или добавляя вам и вашей группе [DECEA3]отрицательные эффекты[-], такие как [DECEA3]Замедление[-] или [DECEA3]Запутать[-].\n\nУ [DECEA3]плохих действий[-] есть [DECEA3]время восстановления[-]. Параметры [DECEA3]времени восстановления[-] можно менять в [DECEA3]настройках Twitch[-].","Bazı izlayiciler [DECEA3]Düşman[-] çıkararak, onları [DECEA3]Güçlendirmeler[-] ile destekleyerek, dünyanın [DECEA3]Hava Durumunu[-] etkileyerek veya sana ve grubuna [DECEA3]Yavaşlatma[-] veya [DECEA3]Şaşırtma[-] gibi [DECEA3]Zayıflatmalar[-] vererek oyununu daha zorlayıcı hâle getirebilir.\n\n[DECEA3]Kötü Eylemler[-] [DECEA3]Twitch Bekleme Süresine[-] katkıda bulunur. [DECEA3]Bekleme Süresi[-] seçenekleri [DECEA3]Twitch Ayarlarında[-] belirlenebilir.",一些观众可能会通过生成[DECEA3]敌人[-]、使用[DECEA3]增益[-]让敌人变得更强、影响世界的[DECEA3]天气[-]，或者给你和你的队伍施加[DECEA3]减益[-]（比如[DECEA3]减速[-]或[DECEA3]迷惑[-]），来让你的游戏更具挑战性。\n\n[DECEA3]负面动作[-]会导致[DECEA3] Twitch 冷却时间[-]增加。可以在[DECEA3] Twitch 设置[-]中更改[DECEA3]冷却时间[-]选项。,有些觀眾可能喜歡增加遊戲挑戰性，因此會生成[DECEA3]敵人[-]、使用[DECEA3]增益[-]效果讓敵人變強、影響世界的[DECEA3]天氣[-]，或者向你和隊友施加[DECEA3]緩速[-]或[DECEA3]混淆[-]之類的[DECEA3]減益[-]效果。\n\n[DECEA3]壞動作[-]會計入 [DECEA3]Twitch 冷卻時間[-]。[DECEA3]冷卻[-]選項可以在 [DECEA3]Twitch 設定[-]中配置。
challengeLearnTwitchBadActionsShort,Challenges,Challenge,,,Viewers use Bad Actions.,,Zuschauer nutzen Negative Aktionen.,Los espectadores usan acciones malas.,Les spectateurs utilisent de mauvaises actions.,Gli spettatori usano le cattive azioni.,視聴者に悪行アクションをしてもらう。,시청자가 나쁜 액션을 사용합니다.,Widzowie używają złych akcji.,Espectadores podem usar Más Ações.,Зрители используют «плохие» действия.,İzleyiciler Kötü Eylemler kullanır.,观众使用负面动作。,觀眾使用壞行動。
challengeLearnTwitchBitPot,Challenges,Challenge,,,Bit Pot,,Bit-Topf,Bote de bits,Pot de Bits,Bottino di bit,ビットポット,Bit 팟,Pula bitsów,Prêmio de bits,Банк битов,Bit Potu,呼币池,小奇點獎池
challengeLearnTwitchBitPotDesc,Challenges,Challenge,,,"The [DECEA3]Bit Pot[-] is composed of a percentage of all [DECEA3]Bits[-] used on [DECEA3]Bit Commands[-].\n\nWhen a viewer defeats you with a [DECEA3]Bit Command[-], they will earn both the [DECEA3]Pimp Pot[-] and the [DECEA3]Bit Pot[-].",,"Der [DECEA3]Bit-Topf[-] setzt sich aus einem Prozentsatz aller [DECEA3]Bits[-] zusammen, die bei [DECEA3]Bit-Befehlen[-] eingesetzt wurden.\n\nWenn ein Zuschauer dich mit einem [DECEA3]Bit-Befehl[-] besiegt, verdient er sowohl den [DECEA3]Pimp-Topf[-] als auch den [DECEA3]Bit-Topf[-].","El [DECEA3]bote de bits[-] está compuesto de un porcentaje de todos los [DECEA3]bits[-] usados en [DECEA3]comandos de bits[-].\n\nCuando un espectador te derrota con un [DECEA3]comando de bit[-], ganará tanto el [DECEA3]bote chulo[-] y el [DECEA3]bote de bits[-].","Le [DECEA3]Pot de Bits[-] est constitué d'un pourcentage de tous les [DECEA3]Bits[-] dépensés dans les [DECEA3]commandes en Bits[-].\n\nLorsqu'un spectateur vous tue avec une [DECEA3]commande en Bits[-], il gagne le [DECEA3]Pot de Pimp[-] et le [DECEA3]Pot de Bits[-].","Il [DECEA3]bottino di bit[-] è composto da una percentuale di tutti i [DECEA3]bit[-] utilizzati sui [DECEA3]comandi bit[-].\n\nQuando uno spettatore ti sconfigge con un [DECEA3]comando bit[-], guadagnerà sia il [DECEA3]bottino dei fan[-] che il [DECEA3]bottino di bit[-].",[DECEA3]ビットポット[-]には視聴者が使用した[DECEA3]ビッツコマンド[-]の[DECEA3]ビッツ[-]の一部が入っています。\n\n視聴者が[DECEA3]ビッツコマンド[-]により配信者を敗北させると、[DECEA3]ピンプポット[-]と[DECEA3]ビットポット[-]の両方を獲得することができます。,"[DECEA3]Bit 팟[-]은 [DECEA3]Bit 명령어[-]에 사용하는 전체 [DECEA3]Bit[-]의 일부로 구성됩니다.\n\n시청자에게 [DECEA3]Bit 명령어[-]로 패배할 경우, 시청자는 [DECEA3]핌프 팟[-]과 [DECEA3]Bit 팟[-]을 모두 받습니다.","[DECEA3]Pula bitsów[-] to procent wszystkich [DECEA3]bitsów[-] zużytych na [DECEA3]polecenia bitsowe[-].\n\nKiedy widz pokona cię za pomocą [DECEA3]polecenia bitsowego[-], zdobędzie zarówno [DECEA3]pulę cwaniaka[-], jak i [DECEA3]pulę bitsów[-].","O [DECEA3]Prêmio de bits[-] é composto pela porcentagem de todos os [DECEA3]bits[-] usados em [DECEA3]Comandos de bit[-].\n\nQuando um espectador derrota você com um [DECEA3]Comando de bit[-], ele ganhará tanto o [DECEA3]Prêmio de interação[-] quanto o [DECEA3]Prêmio de bits[-].","[DECEA3]Банк битов[-] — это процент от всех [DECEA3]битов[-], потраченных на [DECEA3]команды за биты[-].\n\nПобедив вас с помощью [DECEA3]команды за биты[-], зритель получит [DECEA3]банк активности[-] и [DECEA3]банк битов[-].","[DECEA3]Bit Potu[-], [DECEA3]Bit Komutları[-] için kullanılan tüm [DECEA3]Bitlerin[-] bir yüzdesinden oluşmaktadır.\n\nBir oyuncu seni bir [DECEA3]Bit Komutuyla[-] yendiğinde hem [DECEA3]Pimp Potunu[-] hem de [DECEA3]Bit Potunu[-] kazanır.",[DECEA3]呼币池[-]由所有用于[DECEA3]呼币命令[-]的[DECEA3]呼币[-]的其中一部分组成。\n\n当一位观众用[DECEA3]呼币命令[-]击败你时，他们将同时赢得[DECEA3]恶搞池[-]和[DECEA3]呼币池[-]。,所有用於[DECEA3]小奇點指令[-]的[DECEA3]小奇點[-]，會有一部分計入[DECEA3]小奇點獎池[-]。\n\n當觀眾用[DECEA3]小奇點指令[-]擊敗你時，他們將獲得 [DECEA3]Pimp Pot[-] 和[DECEA3]小奇點獎池[-]的獎勵。
challengeLearnTwitchBitPotShort,Challenges,Challenge,,,Reward the Bit Pot.,,Zahle den Bit-Topf aus.,Otorga el bote de bits.,Attribuez le Pot de Bits.,Assegna il bottino di bit.,ビットポットを獲得してもらう,Bit 팟을 지급하세요.,Przyznaj pulę bitsów.,Recompensa pelo prêmio de bits.,Наградить банком битов.,Bit Potu ödüllerini ver.,奖励呼币池。,獎勵小奇點獎池。
