Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
buffSVETGJivaiiRocketFuelName,buffs,Buff,,,"Rocket Man","Ракетный человек"
buffSVETGJivaiiRocketFuelDesc,buffs,Buff,,,"250% increased Jump Strength.","250% увеличение силы прыжка"
buffSVETGJensColdBrewName,buffs,Buff,,,"Need. My. Coffee.","Нужен. Мой. Кофе."
buffSVETGJensColdBrewDesc,buffs,Buff,,,"Cures Fatigue & adds 500% Disease Resistance.","Лечит усталость и добавляет 500% сопротивления болезням"
buffSVETGScriptsMoistElixirName,buffs,Buff,,,"Moist and ready to roll.","Влажный и готов к действию"
buffSVETGScriptsMoistElixirDesc,buffs,Buff,,,"Increases Stamina by 50 & Resource gathering by 60%.","+50 к выносливости и +60% к сбору ресурсов"
buffSVETGNachosAndSalsaName,buffs,Buff,,,"Hot as Hell!","Горячо как в аду!"
buffSVETGNachosAndSalsaDesc,buffs,Buff,,,"Increases Melee Damage by 500% & Resistance by 300%.","Увеличивает урон в ближнем бою на 500% и сопротивление на 300%"
buffSVETGWhiskeysWhiskeyName,buffs,Buff,,,"Mining like Dwarves!","Копаем как гномы!"
buffSVETGWhiskeysWhiskeyDesc,buffs,Buff,,,"Increases Stamina by 30 & Resource gathering by 35%.","+30 к выносливости и +35% к сбору ресурсов"
buffSVETGPancakesAndSyrupName,buffs,Buff,,,"Lone Wolf.","Одинокий волк"
buffSVETGPancakesAndSyrupDesc,buffs,Buff,,,"75% Increased Sneak Attack Damage & -30% Noise.","Увеличение урона скрытной атаки на 75% и снижение шума на 30%."
buffSVETGSaksSpecialBrewName,buffs,Buff,,,"Invincible! Almost.","Неуязвимый! Почти."
buffSVETGSaksSpecialBrewDesc,buffs,Buff,,,"100% Increased Disease & Stun Resistance, 25% Increased Damage Resistance, 200% Increased Critical Healing & 30 Max Health.","Сопротивление болезням и оглушению увеличено на 100%, сопротивление урону увеличено на 25%, критическое исцеление увеличено на 200%, +30 к максимальному здоровью."
buffSVETGSagesSingularityName,buffs,Buff,,,"Creative Mind.","Творческий ум."
buffSVETGSagesSingularityDesc,buffs,Buff,,,"Reduces Crafting Time by 75% & Increases walking Speed by 25%.","Сокращает время создания предметов на 75% и увеличивает скорость ходьбы на 25%."
buffSVETGSteensBaneName,buffs,Buff,,,"Free falling!","Свободное падение!"
buffSVETGSteensBaneDesc,buffs,Buff,,,"Increases Jump Strength by 200%.","Увеличивает силу прыжка на 200%."
buffSVETGMallfakasFavouriteName,buffs,Buff,,,"Running & Gunning!","Беги и стреляй!"
buffSVETGMallfakasFavouriteDesc,buffs,Buff,,,"Increases Gun Damage by 70%.","Увеличивает урон от оружия на 70%."


SVETGfoodT1-1,progression,Attribute,,,"Dough & Bread","Тесто и хлеб"
SVETGfoodT1-2,progression,Attribute,,,"Raw Pasta & Corn Bread","Сырая паста и кукурузный хлеб"
SVETGfoodT1-3,progression,Attribute,,,"Tomato Sauce & Peanut Butter and Jelly","Томатный соус и бутерброд с арахисовой пастой и джемом"
SVETGfoodT1-4,progression,Attribute,,,"Flour Tortilla & Boiled Meat","Мучная тортилья и вареное мясо"
SVETGfoodT1-5,progression,Attribute,,,"Sausage & Bacon and Eggs","Колбаса и бекон с яйцами"

SVETGfoodT2-1,progression,Attribute,,,"Croissant & Pumpkin Bread","Круассан и тыквенный хлеб"
SVETGfoodT2-2,progression,Attribute,,,"Sashimi & Smite's Hell Salsa","Сашими и адская сальса Смайта"
SVETGfoodT2-3,progression,Attribute,,,"Sushi & Nachos and Salsa","Суши и начос с сальсой"
SVETGfoodT2-4,progression,Attribute,,,"Egg Fried Rice & Ice Tea","Жареный рис с яйцом и холодный чай"
SVETGfoodT2-5,progression,Attribute,,,"Tomato Soup & Steak and Potatoes","Томатный суп и стейк с картошкой"

SVETGfoodT3-1,progression,Attribute,,,"Potato Soup & Yucca Juice Smoothie","Картофельный суп и смузи из сока юкки"
SVETGfoodT3-2,progression,Attribute,,,"Stir Fry & Pancakes and Syrup","Жарка и блины с сиропом"
SVETGfoodT3-3,progression,Attribute,,,"Fish and Chips & Whiskey's Special Whiskey","Рыба и чипсы и особый виски Уиски"
SVETGfoodT3-4,progression,Attribute,,,"Full English Breakfast & Sak's Special Brew","Полный английский завтрак и особое пиво Сака"
SVETGfoodT3-5,progression,Attribute,,,"Lasagna & Sage's Singularity Cocktail","Лазанья и коктейль сингулярности Сейджа"

SVETGfoodT4-1,progression,Attribute,,,"Schnitzel, Marko's Bane, Filbert's Delight & Wolf on the Ice","Шницель, Бич Марко, Удовольствие Филберта и Волк на льду"
SVETGfoodT4-2,progression,Attribute,,,"Pizza, XCaliber's Quest, Dadrick's Island Breeze & Jen's Cold Brew","Пицца, Квест Икс-Калибра, Островной бриз Дадрика и Холодный кофе Джен"
SVETGfoodT4-3,progression,Attribute,,,"Shawarma, Bucco Sour & Coffee De Klutz","Шаурма, Букко Сауэр и Кофе де Клутц"
SVETGfoodT4-4,progression,Attribute,,,"Burger and Fries, Garaman on the Beach & Jivaii's Rocket Fuel","Бургер и картошка фри, Гараман на пляже и Ракетное топливо Дживаии"
SVETGfoodT4-5,progression,Attribute,,,"Ramen, Lyken's Redemption & Script's Moist Elixir","Рамен, Искупление Лайкена и Влажный эликсир Скрипта"

SVETGworkstationsT1-2,progression,Attribute,,,"Cutting Board","Разделочная доска"
SVETGworkstationsT1-3,progression,Attribute,,,"Forge & Compost Bin","Кузница и Компостный ящик"
SVETGworkstationsT2-1,progression,Attribute,,,"Workbench & Mortar and Pestle","Верстак и Ступка с пестиком"
SVETGworkstationsT2-2,progression,Attribute,,,"Stove & Butcher Table","Плита и Разделочный стол"
SVETGworkstationsT2-3,progression,Attribute,,,"Bar Counter & Bellows","Барная стойка и Надувные мехи"
SVETGworkstationsT2-4,progression,Attribute,,,"Moka, Chicken Coop & Beehive","Мока, Курятник и Улей"
SVETGworkstationsT3-1,progression,Attribute,,,"Kettle & Cement Mixer","Чайник и Бетономешалка"
SVETGworkstationsT3-1,progression,Attribute,,,"Fermenting Barrel & Cocktail Shaker","Бродильная бочка и Коктейльный шейкер"

SVETGseedsT2-1,progression,Attribute,,,"Tomato Seeds & Blueberry Seeds","Семена помидора и Семена черники"
SVETGseedsT2-2,progression,Attribute,,,"Onion Seeds & Soybean Seeds","Семена лука и Семена сои"
SVETGseedsT2-3,progression,Attribute,,,"Cabbage Seeds & Mushrooms","Семена капусты и Грибы"
SVETGseedsT2-4,progression,Attribute,,,"Bell Pepper Seeds & Corn Seeds","Семена болгарского перца и Семена кукурузы"
SVETGseedsT2-5,progression,Attribute,,,"Red Chilli Seeds & Potato Seeds","Семена красного перца чили и Семена картофеля"

SVETGTraps,progression,Attribute,,,"Animal Traps","Ловушки для животных"

buffElementWetDesc,buffs,Buff,,,"You are Moist!","Вы влажный!"
buffElementWetName,buffs,Buff,,,"Moistness","Влажность"

statEntityDamageBrawling,ui_display,Item stat,,,"Brawling Damage","Урон в драках"
statStunResist,ui_display,Item stat,,,"Stun Resistance","Сопротивление оглушению"
statEntityDamageMelee,ui_display,Item stat,,,"Melee Damage","Урон в ближнем бою"
statDuration,ui_display,Item stat,,,"Duration","Длительность"
statBarteringSellBuy,ui_display,Item stat,,,"Bartering","Торговля"
statShowPlayerExpGain,ui_display,Item stat,,,"Experience Gain","Получение опыта"
statLootStage,ui_display,Item stat,,,"Loot Stage","Уровень добычи"
statMaxHealthBonus,ui_display,Item stat,,,"Health Bonus","Бонус здоровья"
statStaminaRegen,ui_display,Item stat,,,"Stamina Regen","Восстановление выносливости"
statRunSpeed,ui_display,Item stat,,,"Run Speed","Скорость бега"
statEntityDamageRanged,ui_display,Item stat,,,"Ranged Damage","Урон издалека"
statCarryCapacity,ui_display,Item stat,,,"Carry Capacity","Грузоподъемность"
statEntityDamageSneak,ui_display,Item stat,,,"Sneak Attack Damage","Урон скрытной атаки"
statWalkSpeed,ui_display,Item stat,,,"Walking Speed","Скорость ходьбы"
statJumpStrength,ui_display,Item stat,,,"Jump Strength","Сила прыжка"
statMaxStaminaBonus,ui_display,Item stat,,,"Stamina Bonus","Бонус выносливости"
statHarvestMining,ui_display,Item stat,,,"Harvesting","Сбор урожая/ресурсов"

seedSVETGTomato,blocks,Farming,,,"Tomato Seeds","Семена помидора"

seedSVETGOnion,blocks,Farming,,,"Onion Seeds","Семена лука"

seedSVETGCabbage,blocks,Farming,,,"Cabbage Seeds","Семена капусты"

seedSVETGPaprika,blocks,Farming,,,"Bell Pepper Seeds","Семена болгарского перца"

seedSVETGRedChillies,blocks,Farming,,,"Red Chilli Seeds","Семена красного перца чили"

seedSVETGSoyBeans,blocks,Farming,,,"Soy Bean Seeds","Семена сои"

seedSVETGRice,blocks,Farming,,,"Rice Seeds","Семена риса"

seedSVETGMint,blocks,Farming,,,"Mint Seeds","Семена мяты"

seedSVETGPineapple,blocks,Farming,,,"Pineapple Seeds","Семена ананаса"

seedSVETGApple,blocks,Farming,,,"Apple Seeds","Семена яблока"

seedSVETGLime,blocks,Farming,,,"Lime Seeds","Семена лайма"

seedSVETGOlives,blocks,Farming,,,"Olive Seeds","Семена оливок"

seedSVETGOrange,blocks,Farming,,,"Orange Seeds","Семена апельсина"

plantedSVETGTomatoHarvestDesc,blocks,Farming,,,"Tomato Plant","Томатный куст"
SVETGTomatoPlantPlayer,blocks,Farming,,,"Tomato Plant","Томатный куст"
SVETGTomatogrowing,blocks,Farming,,,"Young Tomatoes","Молодые помидоры"
SVETGTomatoPlant,blocks,Farming,,,"Tomato Plant","Томатный куст"
SVETGTomatoEmpty,blocks,Farming,,,"Tomato Plant (Harvested)","Томатный куст (собран)"

plantedSVETGOnionHarvestDesc,blocks,Farming,,,"Onion Plant","Луковый куст"
SVETGOnionPlantPlayer,blocks,Farming,,,"Onion Plant","Луковый куст"
SVETGOniongrowing,blocks,Farming,,,"Young Onions","Молодой лук"
SVETGOnionPlant,blocks,Farming,,,"Onion Plant","Луковый куст"

plantedSVETGCabbageHarvestDesc,blocks,Farming,,,"Cabbage Plant","Капустный куст"
SVETGCabbagePlantPlayer,blocks,Farming,,,"Cabbage Plant","Капустный куст"
SVETGCabbagegrowing,blocks,Farming,,,"Young Cabbage","Молодая капуста"
SVETGCabbagePlant,blocks,Farming,,,"Cabbage Plant","Капустный куст"

plantedSVETGPaprikaHarvestDesc,blocks,Farming,,,"Bell Pepper Plant","Куст болгарского перца"
SVETGPaprikaPlantPlayer,blocks,Farming,,,"Bell Pepper Plant","Куст болгарского перца"
SVETGPaprikagrowing,blocks,Farming,,,"Young Bell Peppers","Молодые болгарские перцы"
SVETGPaprikaPlant,blocks,Farming,,,"Bell Pepper Plant","Куст болгарского перца"
SVETGPaprikaEmpty,blocks,Farming,,,"Bell Pepper Plant (Harvested)","Куст болгарского перца (собран)"

plantedSVETGRedChilliesHarvestDesc,blocks,Farming,,,"Red Chilli Plant","Куст красного перца чили"
SVETGRedChilliesPlantPlayer,blocks,Farming,,,"Red Chilli Plant","Куст красного перца чили"
SVETGRedChilliesgrowing,blocks,Farming,,,"Young Red Chillies","Молодой красный перец чили"
SVETGRedChilliesPlant,blocks,Farming,,,"Red Chilli Plant","Куст красного перца чили"
SVETGRedChilliesEmpty,blocks,Farming,,,"Red Chilli Plant (Harvested)","Куст красного перца чили (собран)"

plantedSVETGSoyBeanHarvestDesc,blocks,Farming,,,"Soybean Plant","Соевый куст"
SVETGSoyBeanPlantPlayer,blocks,Farming,,,"Soybean Plant","Соевый куст"
SVETGSoyBeangrowing,blocks,Farming,,,"Young Soybeans","Молодая соя"
SVETGSoyBeanPlant,blocks,Farming,,,"Soybean Plant","Соевый куст"
SVETGSoyBeanEmpty,blocks,Farming,,,"Soybean Plant (Harvested)","Соевый куст (собран)"

plantedSVETGMintHarvestDesc,blocks,Farming,,,"Mint Plant","Куст мяты"
seedSVETGMintPlantPlayer,blocks,Farming,,,"Mint Plant","Куст мяты"
seedSVETGMintgrowing,blocks,Farming,,,"Young Mint","Молодая мята"
seedSVETGMintPlant,blocks,Farming,,,"Mint Plant","Куст мяты"

plantedSVETGPineappleHarvestDesc,blocks,Farming,,,"Pineapple Plant","Ананасовый куст"
seedSVETGPineapplePlantPlayer,blocks,Farming,,,"Pineapple Plant","Ананасовый куст"
seedSVETGPineapplegrowing,blocks,Farming,,,"Young Pineapple","Молодой ананас"
seedSVETGPineapplePlant,blocks,Farming,,,"Pineapple Plant","Ананасовый куст"
seedSVETGPineappleEmpty,blocks,Farming,,,"Pineapple Plant (Harvested)","Ананасовый куст (собран)"

plantedSVETGRiceHarvestDesc,blocks,Farming,,,"Rice Plant","Рисовое растение"
seedSVETGRicePlantPlayer,blocks,Farming,,,"Rice Plant","Рисовое растение"
seedSVETGRicegrowing,blocks,Farming,,,"Young Rice","Молодой рис"
seedSVETGRicePlant,blocks,Farming,,,"Rice Plant","Рисовое растение"
seedSVETGRiceEmpty,blocks,Farming,,,"Rice Plant (Harvested)","Рисовое растение (собрано)"

SVETGTreeAppleEnd,blocks,Farming,,,"Apple Tree","Яблоня"
SVETGTreeAppleEndDesc,blocks,Farming,,,"Apple Tree","Яблоня"
SVETGAppleTreeEndEmpty,blocks,Farming,,,"Harvested Apple Tree","Собранная яблоня"
SVETGTreeAppleYoung,blocks,Farming,,,"Young Apple Tree","Молодая яблоня"

SVETGTreeLimeEnd,blocks,Farming,,,"Lime Tree","Лаймовое дерево"
SVETGTreeLimeEndDesc,blocks,Farming,,,"Lime Tree","Лаймовое дерево"
SVETGTreeLimeEndEmpty,blocks,Farming,,,"Harvested Lime Tree","Собранное лаймовое дерево"
SVETGTreeLimeYoung,blocks,Farming,,,"Young Lime Tree","Молодое лаймовое дерево"

SVETGTreeOrangeEnd,blocks,Farming,,,"Orange Tree","Апельсиновое дерево"
SVETGTreeOrangeEndDesc,blocks,Farming,,,"Orange Tree","Апельсиновое дерево"
SVETGTreeLimeOrangeEmpty,blocks,Farming,,,"Harvested Orange Tree","Собранное апельсиновое дерево"
SVETGTreeOrangeYoung,blocks,Farming,,,"Young Orange Tree","Молодое апельсиновое дерево"

SVETGTreeOliveEnd,blocks,Farming,,,"Olive Tree","Оливковое дерево"
SVETGTreeOliveEndDesc,blocks,Farming,,,"Olive Tree","Оливковое дерево"
SVETGTreeLimeOliveEmpty,blocks,Farming,,,"Harvested Olive Tree","Собранное оливковое дерево"
SVETGTreeOliveYoung,blocks,Farming,,,"Young Olive Tree","Молодое оливковое дерево"

SVETGDecoWhiskeysWhiskey,blocks,block,,,"Tribute to Whiskey","Трибьют Виски"
SVETGDecoWhiskeysWhiskeyDesc,blocks,block,,,"Whiskey on a rock and a pickaxe — both of his favorite things, I think.\n\n\n\n\n\n\nCrafted in: Workbench","Виски на камне и кирка — обе его любимые вещи, я думаю.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoSmitesCauldron,blocks,block,,,"Tribute to Smite","Трибьют Смайту"
SVETGDecoSmitesCauldronDesc,blocks,block,,,"He uses this to brew his favorite thing — hotter-than-hell salsa.\nVery spicy.\n\n\n\n\n\n\nCrafted in: Workbench","Он использует это, чтобы варить свою любимую вещь — адски горячую сальсу.\nОчень острая.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoWolfCarston,blocks,block,,,"Tribute to Carston","Трибьют Карстону"
SVETGDecoWolfCarstonDesc,blocks,block,,,"A lone wolf and a Canadian. He likes his milk in a bag. Weird.\n\n\n\n\n\n\nCrafted in: Workbench","Одинокий волк и канадец. Ему нравится молоко в пакете. Странно.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoSagesTools,blocks,block,,,"Tribute to Sage","Трибьют Сейдж"
SVETGDecoSagesToolsDesc,blocks,block,,,"Sage's building tools — she likes to build a lot.\nI mean, a lot a lot.\n\n\n\n\n\n\nCrafted in: Workbench","Строительные инструменты Сейдж — она любит много строить.\nЯ имею в виду, ОЧЕНЬ много строить.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
decoSVETGSakPicture,blocks,block,,,"Tribute to Sak","Трибьют Саку"
decoSVETGSakPictureDesc,blocks,block,,,"A picture showcasing two of Sak's 'unusual' ways to die.\nI mean, learn to throw Molotov cocktails, bro.\n\n\n\n\n\n\nCrafted in: Workbench","Картина, демонстрирующая два 'необычных' способа умереть для Сака.\nЯ имею в виду, научись бросать коктейли Молотова, братан.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoTheScriptHD,blocks,block,,,"Script's Statue","Статуя Скрипта"
SVETGDecoTheScriptHDDesc,blocks,block,,,"I wanted a statue as well, okay?\nWhy a samurai, you ask?\nWell, my logo is a samurai, it's red, and I'm a weeb.\nDon’t judge me.\n\n\n\n\n\n\nCrafted in: Workbench","Я тоже хотел статую, ладно?\nПочему самурай, спросите вы?\nНу, мой логотип — это самурай, он красный, и я веб.\nНе судите меня.\n\n\n\n\n\n\nИзготавливается на: Верстаке"


lblCategoryRawFood,UI,Tooltip,,,"Raw Ingredients","Сырые ингредиенты"
lblCategoryProcessedFood,UI,Tooltip,,,"Processed Ingredients","Обработанные ингредиенты"
lblCategoryBasicFood,UI,Tooltip,,,"Basic Dishes","Простые блюда"
lblCategoryComplexFood,UI,Tooltip,,,"Complex Dishes","Сложные блюда"
lblCategoryGourmetFood,UI,Tooltip,,,"Gourmet Dishes","Гурманские блюда"

lblCategoryJuice,UI,Tooltip,,,"Basic Drinks","Простые напитки"
lblCategoryCocktails,UI,Tooltip,,,"Cocktails","Коктейли"

lblCategoryBasicAlcohol,UI,Tooltip,,,"Basic Alcohol","Базовый алкоголь"

lblCategorySVETGResources,UI,Tooltip,,,"Organic Resources","Органические ресурсы"
