Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
foodSVETGCookedBaconDesc,Items,Food,,,"Giòn rụm, mặn mà một cách hoàn hảo.","Хрустящее, соленое совершенство."
foodSVETGCookedRice,Items,Food,,,"Cơm Trắng","Отварной рис"
foodSVETGCookedRiceDesc,Items,Food,,,"Mềm dẻo và tơi xốp.","Пушистый и нежный."
foodSVETGPierogi,Items,Food,,,"Bánh Pierogi","Пельмени"
foodSVETGPierogiDesc,Items,Food,,,"Pierogi là một loại bánh bao Ba Lan nhân khoai tây, phô mai, thịt hoặc trái cây, thường được luộc hoặc chiên.","Пельмени — это польские вареники, начиненные картофелем, сыром, мясом или фруктами, часто вареные или жареные."
foodSVETGGrilledChicken,Items,Food,,,"Thịt Gà Nướng","Курочка-гриль"
foodSVETGGrilledChickenDesc,Items,Food,,,"Thịt gà nướng là gà được làm chín trên vỉ nướng, tạo ra lớp vỏ ngoài cháy xém thơm lừng và phần thịt mọng nước bên trong.","Гриль-курица — это курица, приготовленная на гриле, с ароматной поджаренной корочкой и сочной серединой."
foodSVETGGrilledSalmon,Items,Food,,,"Cá Hồi Nướng","Лосось-гриль"
foodSVETGGrilledSalmonDesc,Items,Food,,,"Cá hồi nướng là phần phi lê cá được nướng trên vỉ, tạo nên hương vị mềm mại, ám khói cùng lớp vỏ giòn rụm caramel hóa.","Гриль-лосось — это рыбное филе, приготовленное на гриле, создающее нежный, дымный вкус с хрустящей карамелизованной корочкой."
foodSVETGSmitesHellSalsa,Items,Food,,,"Sốt Salsa Địa Ngục Của Smite","Адская сальса Смайта"
foodSVETGSmitesHellSalsaDesc,Items,Food,,,"Món sốt này cay đến mức, vết bỏng từ bom lửa Molotov của Sak cũng chẳng là đinh rỉ gì!\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Эта сальса настолько острая, что ожоги от молотовых коктейлей Сака — ничто по сравнению \nс этим!\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGNachosAndSalsa,Items,Food,,,"Nachos Chấm Salsa","Начос с сальсой"
foodSVETGNachosAndSalsaDesc,Items,Food,,,"Nachos là loại bim bim giòn phủ phô mai, thường ăn kèm với sốt salsa để tăng thêm phần đậm đà.\n\n\n\n\n\n\n\nChế tạo tại: Thớt","Начос — это хрустящие чипсы, покрытые сыром и часто подаваемые с сальсой для пикантного соуса.\n\n\n\n\n\n\n\nИзготавливается на: Разделочной доске"
foodSVETGMapleSyrup,Items,Food,,,"Siro Phong","Кленовый сироп"
foodSVETGMapleSyrupDesc,Items,Food,,,"Ôi Canada, ôi Canadaaaa.","О Канада, о Канадааа."
foodSVETGPancakesAndSyrup,Items,Food,,,"Bánh Kếp Và Siro Phong","Блины с кленовым сиропом"
foodSVETGPancakesAndSyrupDesc,Items,Food,,,"Bánh kếp là những chiếc bánh xốp mềm rưới đẫm siro phong ngọt ngào, tạo nên một bữa sáng cực kỳ ngon miệng.\n\n\n\n\n\n\n\nChế tạo tại: Bếp Lò","Блины — это пушистые лепешки, подаваемые с сладким кленовым сиропом для вкусного завтрака.\n\n\n\n\n\n\n\nИзготавливается на: Плите"

drinkSVETGTequila,Items,Food,,,"Rượu Tequila","Текила"
drinkSVETGTequilaDesc,Items,Food,,,"Mượt mà và sảng khoái.","Гладкая и бодрящая."
drinkSVETGGin,Items,Food,,,"Rượu Gin","Джин"
drinkSVETGGinDesc,Items,Food,,,"Đậm vị thảo mộc và giải khát.","Травяной и освежающий."
drinkSVETGTripleSec,Items,Food,,,"Rượu Triple Sec","Трипл Сек"
drinkSVETGTripleSecDesc,Items,Food,,,"Ngọt ngào và mang hương vị cam quýt.","Сладкий и \nцитрусовый."
drinkSVETGWhiskey,Items,Food,,,"Rượu Whiskey","Виски"
drinkSVETGWhiskeyDesc,Items,Food,,,"Đậm đà và phức tạp.","Богатый и сложный."
drinkSVETGWhiskeysWhiskey,Items,Food,,,"Whiskey Đặc Biệt Của Whiskey","Особое виски Уиски"
drinkSVETGWhiskeysWhiskeyDesc,Items,Food,,,"Bạn sẽ cảm thấy mình có thể nghiền nát cả tảng đá dễ như ăn kẹo sau khi uống thứ này.","После этого напитка вы чувствуете, что можете раздавить камни с легкостью."
drinkSVETGSaksSpecialBrew,Items,Food,,,"Bia Đặc Biệt Của Sak","Особое пиво Сака"
drinkSVETGSaksSpecialBrewDesc,Items,Food,,,"Nếu thứ này không giúp ích được gì, thì tôi chịu không biết cái gì mới giúp được.","Если это не поможет, то я не знаю, что сможет."
drinkSVETGSagesSingularityCocktail,Items,Food,,,"Cocktail Dị Điểm Của Sage","Коктейль Сейджа-Сингулярность"
drinkSVETGSagesSingularityCocktailDesc,Items,Food,,,"Giấc mơ của mọi thợ xây!","Мечта строителя!"
drinkSVETGZanesRedemption,Items,Food,,,"Sự Cứu Rỗi Của Zane","Искупление Зейна"
drinkSVETGZanesRedemptionDesc,Items,Food,,,"Nếu cái này mà không có tác dụng thì tôi cũng chịu luôn.\n\n\n\nTăng cấp độ loot thêm 30 và 30%.","Если это не поможет, то я тоже не знаю.\n\n\n\nУвеличивает уровень добычи на 30 и 30%."
drinkSVETGSteensBane,Items,Food,,,"Lời Nguyền Của Steen","Проклятие Стина"
drinkSVETGSteensBaneDesc,Items,Food,,,"Dùng đôi cánh đó đi đồ chết tiệt!\n\n\n\nTăng 200% sức bật nhảy.","Используй эти чертовы \nкрылья!\n\n\n\nУвеличивает силу прыжка на 200%."
drinkSVETGMallfakasFavourite,Items,Food,,,"Đồ Uống Yêu Thích Của Mallfaka","Любимое пойло Малфаки"
drinkSVETGMallfakasFavouriteDesc,Items,Food,,,"Hắn ta thích bắn mọi thứ. Rất thích.\n\n\n\nTăng 100% sát thương súng.","Он любит стрелять во всё подряд.\nОчень.\n\n\n\nУвеличивает урон от огнестрельного оружия на 100%."

buffSVETGRumName,buffs,Buff,,,"Hải Tặc Nổi Loạn","Драчливый пират"
buffSVETGRumDesc,buffs,Buff,,,"Tăng Sát Thương Khi Đấm Nhau","Увеличенный урон в драках"
buffSVETGVodkaName,buffs,Buff,,,"Cận Chiến Say Xỉn","Пьяный ближний бой"
buffSVETGVodkaDesc,buffs,Buff,,,"Tăng Sát Thương Cận Chiến","Увеличенный урон в ближнем бою"
buffSVETGCoitusOnTheBeachName,buffs,Buff,,,"Sức Hút Mê Hoặc","Харизматичный обаяние"
buffSVETGCoitusOnTheBeachDesc,buffs,Buff,,,"Tăng 30% Khả Năng Thương Lượng. (Mua & Bán)","30% увеличение торга (покупка и продажа)"
buffSVETGMojitoName,buffs,Buff,,,"Giờ Vàng Cày XP","Время фиесты опыта"
buffSVETGMojitoDesc,buffs,Buff,,,"Tăng 60% Lượng Kinh Nghiệm Nhận Được.","60% увеличение получаемого опыта"
buffSVETGPinaColadaName,buffs,Buff,,,"Sâu Rượu May Mắn","Удачливый пьяница"
buffSVETGPinaColadaDesc,buffs,Buff,,,"Tăng Cấp Độ Loot. (10 & 20%)","Больший уровень добычи (10 и 20%)"
buffSVETGWormGuyName,buffs,Buff,,,"Zane May Mắn","Удачливый Зейн"
buffSVETGWormGuyDesc,buffs,Buff,,,"Tăng Cấp Độ Loot. (30 & 30%)","Больший уровень добычи (30 и 30%)"
buffSVETGXCalibersQuestName,buffs,Buff,,,"Thái Độ Dám Làm","Настрой 'могу всё'"
buffSVETGXCalibersQuestDesc,buffs,Buff,,,"Thêm 30 Máu và 60% Sức Chống Chịu Sát Thương.","+30 к здоровью и 60% сопротивления к травмам"
buffSVETGCoffeeDeKlutzName,buffs,Buff,,,"Nhanh Bỏ Xừ!","Быстрый как черт!"
buffSVETGCoffeeDeKlutzDesc,buffs,Buff,,,"Tốc Độ Chạy Tăng 80%.","Скорость бега увеличена на 80%"
buffSVETGMarkosBaneName,buffs,Buff,,,"Thợ Súng Thông Minh","Умный оружейный фанат"
buffSVETGMarkosBaneDesc,buffs,Buff,,,"Tăng 80% Sát Thương Tầm Xa và 10% Kinh Nghiệm Nhận Được.","80% увеличение урона издалека и 10% получения опыта"
buffSVETGFilbertsDelightName,buffs,Buff,,,"Sức Mạnh Hạt Cứng","Ореховая сила"
buffSVETGFilbertsDelightDesc,buffs,Buff,,,"Tăng Sức Chứa và 20% Tốc Độ Chạy.","Увеличена грузоподъемность и скорость бега на 20%"
buffSVETGSVETGWolfOnTheIceName,buffs,Buff,,,"Kẻ Rình Rập","Незаметный ниндзя"
buffSVETGSVETGWolfOnTheIceDesc,buffs,Buff,,,"Tăng 100% Sát Thương Đánh Lén.","100% увеличение урона скрытной атаки"
buffSVETGDadricksIslandBreezeName,buffs,Buff,,,"Tập Chân","День ног"
buffSVETGDadricksIslandBreezeDesc,buffs,Buff,,,"Đi Bộ Nhanh Hơn 80% và Tăng 60% Sức Bật Nhảy.","80% быстрее ходьба и 60% увеличение силы прыжка"
buffSVETGJTKePartyPunchName,buffs,Buff,,,"Nhìn Đống Cơ Bắp Này Xem!","Посмотри на эти мускулы!"
buffSVETGJTKePartyPunchDesc,buffs,Buff,,,"Tăng 100% Sát Thương Cận Chiến.","100% увеличение урона в ближнем бою"
buffSVETGJivaiiRocketFuelName,buffs,Buff,,,"Người Tên Lửa","Ракетный человек"
buffSVETGJivaiiRocketFuelDesc,buffs,Buff,,,"Tăng 250% Sức Bật Nhảy.","250% увеличение силы прыжка"
buffSVETGJensColdBrewName,buffs,Buff,,,"Cần. Uống. Cà Phê.","Нужен. Мой. Кофе."
buffSVETGJensColdBrewDesc,buffs,Buff,,,"Chữa Mệt Mỏi & Thêm 500% Kháng Bệnh Tật.","Лечит усталость и добавляет 500% сопротивления болезням"
buffSVETGScriptsMoistElixirName,buffs,Buff,,,"Ẩm Ướt Và Sẵn Sàng Chiến.","Влажный и готов к действию"
buffSVETGScriptsMoistElixirDesc,buffs,Buff,,,"Tăng 50 Thể Lực & 60% Lượng Tài Nguyên Thu Thập.","+50 к выносливости и +60% к сбору ресурсов"
buffSVETGNachosAndSalsaName,buffs,Buff,,,"Cay Như Địa Ngục!","Горячо как в аду!"
buffSVETGNachosAndSalsaDesc,buffs,Buff,,,"Tăng 500% Sát Thương Cận Chiến & 300% Sức Chống Chịu.","Увеличивает урон в ближнем бою на 500% и сопротивление на 300%"
buffSVETGWhiskeysWhiskeyName,buffs,Buff,,,"Đào Mỏ Như Người Lùn!","Копаем как гномы!"
buffSVETGWhiskeysWhiskeyDesc,buffs,Buff,,,"Tăng 30 Thể Lực & 35% Lượng Tài Nguyên Thu Thập.","+30 к выносливости и +35% к сбору ресурсов"
buffSVETGPancakesAndSyrupName,buffs,Buff,,,"Sói Cô Độc.","Одинокий волк"
buffSVETGPancakesAndSyrupDesc,buffs,Buff,,,"Tăng 75% Sát Thương Đánh Lén & Giảm 30% Tiếng Ồn.","Увеличение урона скрытной атаки на 75% и снижение шума на 30%."
buffSVETGSaksSpecialBrewName,buffs,Buff,,,"Gần Như Bất Tử!","Неуязвимый! Почти."
buffSVETGSaksSpecialBrewDesc,buffs,Buff,,,"Tăng 100% Kháng Bệnh Tật & Choáng, Tăng 25% Kháng Sát Thương, Tăng 200% Hồi Máu Chí Mạng & 30 Máu Tối Đa.","Сопротивление болезням и оглушению увеличено на 100%, сопротивление урону увеличено на 25%, критическое исцеление увеличено на 200%, +30 к максимальному здоровью."
buffSVETGSagesSingularityName,buffs,Buff,,,"Đầu Óc Sáng Tạo.","Творческий ум."
buffSVETGSagesSingularityDesc,buffs,Buff,,,"Giảm 75% Thời Gian Chế Tạo & Tăng 25% Tốc Độ Đi Bộ.","Сокращает время создания предметов на 75% и увеличивает скорость ходьбы на 25%."
buffSVETGSteensBaneName,buffs,Buff,,,"Rơi Tự Do!","Свободное падение!"
buffSVETGSteensBaneDesc,buffs,Buff,,,"Tăng 200% Sức Bật Nhảy.","Увеличивает силу прыжка на 200%."
buffSVETGMallfakasFavouriteName,buffs,Buff,,,"Chạy Và Bắn!","Беги и стреляй!"
buffSVETGMallfakasFavouriteDesc,buffs,Buff,,,"Tăng 70% Sát Thương Súng.","Увеличивает урон от оружия на 70%."


SVETGfoodT1-1,progression,Attribute,,,"Bột & Bánh Mì","Тесто и хлеб"
SVETGfoodT1-2,progression,Attribute,,,"Mì Ống Sống & Bánh Mì Ngô","Сырая паста и кукурузный хлеб"
SVETGfoodT1-3,progression,Attribute,,,"Tương Cà & Bơ Đậu Phộng Mứt","Томатный соус и бутерброд с арахисовой пастой и джемом"
SVETGfoodT1-4,progression,Attribute,,,"Vỏ Bánh Tortilla & Thịt Luộc","Мучная тортилья и вареное мясо"
SVETGfoodT1-5,progression,Attribute,,,"Xúc Xích & Ba Chỉ Trứng","Колбаса и бекон с яйцами"

SVETGfoodT2-1,progression,Attribute,,,"Bánh Sừng Bò & Bánh Mì Bí Ngô","Круассан и тыквенный хлеб"
SVETGfoodT2-2,progression,Attribute,,,"Sashimi & Sốt Salsa Địa Ngục Của Smite","Сашими и адская сальса Смайта"
SVETGfoodT2-3,progression,Attribute,,,"Sushi & Nachos Chấm Salsa","Суши и начос с сальсой"
SVETGfoodT2-4,progression,Attribute,,,"Cơm Chiên Trứng & Trà Đá","Жареный рис с яйцом и холодный чай"
SVETGfoodT2-5,progression,Attribute,,,"Súp Cà Chua & Bít Tết Cùng Khoai Tây","Томатный суп и стейк с картошкой"

SVETGfoodT3-1,progression,Attribute,,,"Súp Khoai Tây & Sinh Tố Nước Ép Yucca","Картофельный суп и смузи из сока юкки"
SVETGfoodT3-2,progression,Attribute,,,"Thịt Xào & Bánh Xèo Cùng Siro","Жарка и блины с сиропом"
SVETGfoodT3-3,progression,Attribute,,,"Cá Tẩm Bột Chiên Khoai & Whiskey Đặc Biệt Của Whiskey","Рыба и чипсы и особый \nвиски Уиски"
SVETGfoodT3-4,progression,Attribute,,,"Bữa Sáng Kiểu Anh & Bia Đặc Biệt Của Sak","Полный английский завтрак и особое пиво Сака"
SVETGfoodT3-5,progression,Attribute,,,"Lasagna & Cocktail Dị Điểm Của Sage","Лазанья и коктейль сингулярности Сейджа"

SVETGfoodT4-1,progression,Attribute,,,"Thịt Tẩm Bột Chiên, Nỗi Ám Ảnh Của Marko, Khoái Khẩu Của Filbert & Sói Trên Băng","Шницель, Бич Марко, Удовольствие Филберта и Волк на льду"
SVETGfoodT4-2,progression,Attribute,,,"Pizza, Nhiệm Vụ Của XCaliber, Gió Biển Đảo Của Dadrick & Cà Phê Ủ Lạnh Của Jen","Пицца, Квест Икс-Калибра, Островной бриз Дадрика и Холодный кофе Джен"
SVETGfoodT4-3,progression,Attribute,,,"Bánh Shawarma, Bucco Sour & Cà Phê De Klutz","Шаурма, Букко Сауэр и Кофе де Клутц"
SVETGfoodT4-4,progression,Attribute,,,"Burger Kèm Khoai Tây Chiên, Garaman Trên Bãi Biển & Nhiên Liệu Tên Lửa Của Jivaii","Бургер и картошка фри, Гараман на пляже и Ракетное топливо Дживаии"
SVETGfoodT4-5,progression,Attribute,,,"Mì Ramen, Sự Cứu Rỗi Của Lyken & Tiên Dược Ẩm Ướt Của Script","Рамен, Искупление Лайкена и Влажный эликсир \nСкрипта"

SVETGworkstationsT1-2,progression,Attribute,,,"Thớt","Разделочная доска"
SVETGworkstationsT1-3,progression,Attribute,,,"Lò Rèn & Thùng Ủ Phân","Кузница и Компостный ящик"
SVETGworkstationsT2-1,progression,Attribute,,,"Bàn Làm Việc & Cối Và Chày","Верстак и Ступка с пестиком"
SVETGworkstationsT2-2,progression,Attribute,,,"Bếp Lò & Bàn Mổ Thịt","Плита и Разделочный стол"
SVETGworkstationsT2-3,progression,Attribute,,,"Quầy Bar & Ống Thổi Phễu","Барная стойка и Надувные мехи"
SVETGworkstationsT2-4,progression,Attribute,,,"Ấm Moka, Chuồng Gà & Tổ Ong","Мока, Курятник и Улей"
SVETGworkstationsT3-1,progression,Attribute,,,"Ấm Đun Nước & Máy Trộn Xi Măng","Чайник и Бетономешалка"
SVETGworkstationsT3-1,progression,Attribute,,,"Thùng Ủ Men & Bình Lắc Cocktail","Бродильная бочка и Коктейльный шейкер"

SVETGseedsT2-1,progression,Attribute,,,"Hạt Cà Chua & Hạt Việt Quất","Семена помидора и Семена черники"
SVETGseedsT2-2,progression,Attribute,,,"Hạt Hành Tây & Hạt Đậu Nành","Семена лука и Семена сои"
SVETGseedsT2-3,progression,Attribute,,,"Hạt Bắp Cải & Nấm","Семена капусты и Грибы"
SVETGseedsT2-4,progression,Attribute,,,"Hạt Ớt Chuông & Hạt Ngô","Семена болгарского перца и Семена кукурузы"
SVETGseedsT2-5,progression,Attribute,,,"Hạt Ớt Chỉ Thiên & Mầm Khoai Tây","Семена красного перца чили и Семена картофеля"

SVETGTraps,progression,Attribute,,,"Bẫy Động Vật","Ловушки для животных"

buffElementWetDesc,buffs,Buff,,,"Bạn đang bị ẩm!","Вы влажный!"
buffElementWetName,buffs,Buff,,,"Ẩm Ướt","Влажность"

statEntityDamageBrawling,ui_display,Item stat,,,"Sát Thương Đấm Nhau","Урон в драках"
statStunResist,ui_display,Item stat,,,"Kháng Choáng","Сопротивление оглушению"
statEntityDamageMelee,ui_display,Item stat,,,"Sát Thương Cận Chiến","Урон в ближнем бою"
statDuration,ui_display,Item stat,,,"Thời Gian Duy Trì","Длительность"
statBarteringSellBuy,ui_display,Item stat,,,"Thương Lượng","Торговля"
statShowPlayerExpGain,ui_display,Item stat,,,"Kinh Nghiệm Nhận Được","Получение опыта"
statLootStage,ui_display,Item stat,,,"Cấp Độ Loot","Уровень добычи"
statMaxHealthBonus,ui_display,Item stat,,,"Máu Thưởng Thêm","Бонус здоровья"
statStaminaRegen,ui_display,Item stat,,,"Hồi Phục Thể Lực","Восстановление выносливости"
statRunSpeed,ui_display,Item stat,,,"Tốc Độ Chạy","Скорость бега"
statEntityDamageRanged,ui_display,Item stat,,,"Sát Thương Tầm Xa","Урон издалека"
statCarryCapacity,ui_display,Item stat,,,"Sức Chứa","Грузоподъемность"
statEntityDamageSneak,ui_display,Item stat,,,"Sát Thương Đánh Lén","Урон скрытной атаки"
statWalkSpeed,ui_display,Item stat,,,"Tốc Độ Đi Bộ","Скорость ходьбы"
statJumpStrength,ui_display,Item stat,,,"Sức Bật Nhảy","Сила прыжка"
statMaxStaminaBonus,ui_display,Item stat,,,"Thể Lực Thưởng Thêm","Бонус выносливости"
statHarvestMining,ui_display,Item stat,,,"Thu Thập Tài Nguyên","Сбор урожая/ресурсов"

seedSVETGTomato,blocks,Farming,,,"Hạt Cà Chua","Семена помидора"

seedSVETGOnion,blocks,Farming,,,"Hạt Hành Tây","Семена лука"

seedSVETGCabbage,blocks,Farming,,,"Hạt Bắp Cải","Семена капусты"

seedSVETGPaprika,blocks,Farming,,,"Hạt Ớt Chuông","Семена болгарского перца"

seedSVETGRedChillies,blocks,Farming,,,"Hạt Ớt Chỉ Thiên","Семена красного перца чили"

seedSVETGSoyBeans,blocks,Farming,,,"Hạt Đậu Nành","Семена сои"

seedSVETGRice,blocks,Farming,,,"Hạt Gạo","Семена риса"

seedSVETGMint,blocks,Farming,,,"Hạt Bạc Hà","Семена мяты"

seedSVETGPineapple,blocks,Farming,,,"Mầm Dứa","Семена ананаса"

seedSVETGApple,blocks,Farming,,,"Hạt Táo","Семена яблока"

seedSVETGLime,blocks,Farming,,,"Hạt Chanh","Семена лайма"

seedSVETGOlives,blocks,Farming,,,"Hạt Oliu","Семена оливок"

seedSVETGOrange,blocks,Farming,,,"Hạt Cam","Семена апельсина"

plantedSVETGTomatoHarvestDesc,blocks,Farming,,,"Cây Cà Chua","Томатный куст"
SVETGTomatoPlantPlayer,blocks,Farming,,,"Cây Cà Chua","Томатный куст"
SVETGTomatogrowing,blocks,Farming,,,"Cà Chua Non","Молодые помидоры"
SVETGTomatoPlant,blocks,Farming,,,"Cây Cà Chua","Томатный куст"
SVETGTomatoEmpty,blocks,Farming,,,"Cây Cà Chua (Đã Thu Hoạch)","Томатный куст (собран)"

plantedSVETGOnionHarvestDesc,blocks,Farming,,,"Cây Hành Tây","Луковый куст"
SVETGOnionPlantPlayer,blocks,Farming,,,"Cây Hành Tây","Луковый куст"
SVETGOniongrowing,blocks,Farming,,,"Hành Tây Non","Молодой лук"
SVETGOnionPlant,blocks,Farming,,,"Cây Hành Tây","Луковый \nкуст"

plantedSVETGCabbageHarvestDesc,blocks,Farming,,,"Cây Bắp Cải","Капустный куст"
SVETGCabbagePlantPlayer,blocks,Farming,,,"Cây Bắp Cải","Капустный куст"
SVETGCabbagegrowing,blocks,Farming,,,"Bắp Cải Non","Молодая капуста"
SVETGCabbagePlant,blocks,Farming,,,"Cây Bắp Cải","Капустный куст"

plantedSVETGPaprikaHarvestDesc,blocks,Farming,,,"Cây Ớt Chuông","Куст болгарского перца"
SVETGPaprikaPlantPlayer,blocks,Farming,,,"Cây Ớt Chuông","Куст болгарского перца"
SVETGPaprikagrowing,blocks,Farming,,,"Ớt Chuông Non","Молодые болгарские перцы"
SVETGPaprikaPlant,blocks,Farming,,,"Cây Ớt Chuông","Куст болгарского перца"
SVETGPaprikaEmpty,blocks,Farming,,,"Cây Ớt Chuông (Đã Thu Hoạch)","Куст болгарского перца (собран)"

plantedSVETGRedChilliesHarvestDesc,blocks,Farming,,,"Cây Ớt Chỉ Thiên","Куст красного перца чили"
SVETGRedChilliesPlantPlayer,blocks,Farming,,,"Cây Ớt Chỉ Thiên","Куст красного перца чили"
SVETGRedChilliesgrowing,blocks,Farming,,,"Ớt Chỉ Thiên Non","Молодой красный перец чили"
SVETGRedChilliesPlant,blocks,Farming,,,"Cây Ớt Chỉ Thiên","Куст красного перца чили"
SVETGRedChilliesEmpty,blocks,Farming,,,"Cây Ớt Chỉ Thiên (Đã Thu Hoạch)","Куст красного перца чили (собран)"

plantedSVETGSoyBeanHarvestDesc,blocks,Farming,,,"Cây Đậu Nành","Соевый куст"
SVETGSoyBeanPlantPlayer,blocks,Farming,,,"Cây Đậu Nành","Соевый куст"
SVETGSoyBeangrowing,blocks,Farming,,,"Đậu Nành Non","Молодая соя"
SVETGSoyBeanPlant,blocks,Farming,,,"Cây Đậu Nành","Соевый куст"
SVETGSoyBeanEmpty,blocks,Farming,,,"Cây Đậu Nành (Đã Thu Hoạch)","Соевый куст (собран)"

plantedSVETGMintHarvestDesc,blocks,Farming,,,"Cây Bạc Hà","Куст мяты"
seedSVETGMintPlantPlayer,blocks,Farming,,,"Cây Bạc Hà","Куст мяты"
seedSVETGMintgrowing,blocks,Farming,,,"Bạc Hà Non","Молодая мята"
seedSVETGMintPlant,blocks,Farming,,,"Cây Bạc Hà","Куст мяты"

plantedSVETGPineappleHarvestDesc,blocks,Farming,,,"Cây Dứa","Ананасовый куст"
seedSVETGPineapplePlantPlayer,blocks,Farming,,,"Cây Dứa","Ананасовый куст"
seedSVETGPineapplegrowing,blocks,Farming,,,"Dứa Non","Молодой ананас"
seedSVETGPineapplePlant,blocks,Farming,,,"Cây Dứa","Ананасовый куст"
seedSVETGPineappleEmpty,blocks,Farming,,,"Cây Dứa (Đã Thu Hoạch)","Ананасовый куст (собран)"

plantedSVETGRiceHarvestDesc,blocks,Farming,,,"Cây Lúa","Рисовое растение"
seedSVETGRicePlantPlayer,blocks,Farming,,,"Cây Lúa","Рисовое растение"
seedSVETGRicegrowing,blocks,Farming,,,"Lúa Non","Молодой рис"
seedSVETGRicePlant,blocks,Farming,,,"Cây Lúa","Рисовое растение"
seedSVETGRiceEmpty,blocks,Farming,,,"Cây Lúa (Đã Thu Hoạch)","Рисовое \nрастение (собрано)"

SVETGTreeAppleEnd,blocks,Farming,,,"Cây Táo","Яблоня"
SVETGTreeAppleEndDesc,blocks,Farming,,,"Cây Táo","Яблоня"
SVETGAppleTreeEndEmpty,blocks,Farming,,,"Cây Táo (Đã Thu Hoạch)","Собранная яблоня"
SVETGTreeAppleYoung,blocks,Farming,,,"Cây Táo Non","Молодая яблоня"

SVETGTreeLimeEnd,blocks,Farming,,,"Cây Chanh","Лаймовое дерево"
SVETGTreeLimeEndDesc,blocks,Farming,,,"Cây Chanh","Лаймовое дерево"
SVETGTreeLimeEndEmpty,blocks,Farming,,,"Cây Chanh (Đã Thu Hoạch)","Собранное лаймовое дерево"
SVETGTreeLimeYoung,blocks,Farming,,,"Cây Chanh Non","Молодое лаймовое дерево"

SVETGTreeOrangeEnd,blocks,Farming,,,"Cây Cam","Апельсиновое дерево"
SVETGTreeOrangeEndDesc,blocks,Farming,,,"Cây Cam","Апельсиновое дерево"
SVETGTreeLimeOrangeEmpty,blocks,Farming,,,"Cây Cam (Đã Thu Hoạch)","Собранное апельсиновое дерево"
SVETGTreeOrangeYoung,blocks,Farming,,,"Cây Cam Non","Молодое апельсиновое дерево"

SVETGTreeOliveEnd,blocks,Farming,,,"Cây Oliu","Оливковое дерево"
SVETGTreeOliveEndDesc,blocks,Farming,,,"Cây Oliu","Оливковое дерево"
SVETGTreeLimeOliveEmpty,blocks,Farming,,,"Cây Oliu (Đã Thu Hoạch)","Собранное оливковое дерево"
SVETGTreeOliveYoung,blocks,Farming,,,"Cây Oliu Non","Молодое оливковое дерево"

SVETGDecoWhiskeysWhiskey,blocks,block,,,"Tượng Kỷ Niệm Whiskey","Трибьют Виски"
SVETGDecoWhiskeysWhiskeyDesc,blocks,block,,,"Một ly Whiskey đặt trên đá và một cây cuốc chim — tôi nghĩ đó là hai thứ hắn thích nhất.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Виски на камне и кирка — обе его любимые вещи, я думаю.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoSmitesCauldron,blocks,block,,,"Tượng Kỷ Niệm Smite","Трибьют Смайту"
SVETGDecoSmitesCauldronDesc,blocks,block,,,"Hắn dùng cái này để nấu món ruột của mình — thứ sốt salsa nóng hơn cả địa ngục.\nCực kỳ cay luôn.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Он использует это, чтобы варить свою любимую \nвещь — адски горячую сальсу.\nОчень острая.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoWolfCarston,blocks,block,,,"Tượng Kỷ Niệm Carston","Трибьют Карстону"
SVETGDecoWolfCarstonDesc,blocks,block,,,"Một con sói cô độc và là dân Canada. Hắn thích uống sữa đựng trong túi nilon cơ. Kì quặc thật.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Одинокий волк и канадец. Ему нравится молоко в пакете.\nСтранно.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoSagesTools,blocks,block,,,"Tượng Kỷ Niệm Sage","Трибьют Сейдж"
SVETGDecoSagesToolsDesc,blocks,block,,,"Đồ nghề xây dựng của Sage — cô ấy rất thích xây cất.\nÝ tôi là thích cực kỳ nhiều luôn ấy.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Строительные инструменты Сейдж — она любит много строить.\nЯ имею в виду, ОЧЕНЬ много строить.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
decoSVETGSakPicture,blocks,block,,,"Tượng Kỷ Niệm Sak","Трибьют Саку"
decoSVETGSakPictureDesc,blocks,block,,,"Một bức tranh trưng bày hai cách chết 'dị thường' của Sak.\nNói thật nhé, học cách ném bom lửa Molotov đi ông bạn.\n\n\n\n\n\n\nChế tạo tại: Bàn Làm Việc","Картина, демонстрирующая два 'необычных' способа умереть для Сака.\nЯ имею в виду, научись бросать коктейли Молотова, братан.\n\n\n\n\n\n\nИзготавливается на: Верстаке"
SVETGDecoTheScriptHD,blocks,block,,,"Bức Tượng Của Script","Статуя Скрипта"
